QID,Task Sentiment,rank,IAS,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
qGEN960,,1,Bing,12.999121693750002,13.616939979166668,73.38393787499999,6.25,18.75,0.0,0.0,6.25,0.0,6.25,62.5
qGEN961,,2,Bing,17.42907807407407,11.359541574074072,71.21138012962963,10.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0
qGEN962,,3,Bing,15.742973680851064,12.067120526595744,72.18990668085107,9.090909090909092,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0,63.63636363636363
qGEN963,,4,Bing,15.276028218181818,12.206310272727272,72.5176616909091,7.6923076923076925,53.84615384615385,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,23.076923076923077
qGEN964,,5,Bing,14.684686690909091,10.034477263636363,75.28083572727272,0.0,11.11111111111111,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,0.0,66.66666666666666
qGEN970,,1,Bing,17.969231341666667,11.84005515625,70.19071402083333,0.0,5.882352941176469,0.0,58.82352941176471,5.882352941176469,0.0,0.0,29.411764705882355
qGEN971,,2,Bing,15.513802845454547,15.002688106060608,69.48350892424241,0.0,0.0,0.0,21.428571428571427,0.0,21.428571428571427,0.0,57.14285714285714
qGEN972,,3,Bing,12.315165557692307,11.893382134615385,75.79145203846154,0.0,6.25,0.0,50.0,0.0,18.75,6.25,18.75
qGEN973,,4,Bing,17.734738584615386,14.839494123076921,67.42576736923077,0.0,9.523809523809524,4.761904761904762,38.095238095238095,4.761904761904762,4.761904761904762,0.0,38.095238095238095
qGEN974,,5,Bing,20.656379411764703,20.442172000000003,58.90144854411765,7.6923076923076925,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,38.46153846153847
qGEN980,,1,Bing,15.574534224137935,16.02734751724138,68.39811810344828,6.666666666666668,6.666666666666668,6.666666666666668,20.0,6.666666666666668,6.666666666666668,13.333333333333336,33.33333333333333
qGEN981,,2,Bing,14.831266020689657,13.13949211724138,72.02924117241378,0.0,25.0,12.5,0.0,0.0,0.0,12.5,50.0
qGEN982,,3,Bing,15.337268850000003,13.74710128,70.91562988,19.999999999999996,26.666666666666664,0.0,0.0,0.0,0.0,53.33333333333333,0.0
qGEN983,,4,Bing,15.911894911111116,15.568274411111114,68.51983062222223,8.333333333333334,0.0,0.0,8.333333333333334,25.000000000000004,8.333333333333334,41.66666666666668,8.333333333333334
qGEN984,,5,Bing,17.168816000000003,17.07079873239437,65.7603851971831,9.09090909090909,9.09090909090909,18.18181818181818,40.90909090909091,0.0,0.0,9.09090909090909,13.636363636363633
qGEN990,,1,Bing,20.101240666666666,11.0640952,68.83466473333331,0.0,0.0,0.0,22.222222222222225,0.0,0.0,11.111111111111112,66.66666666666667
qGEN991,,2,Bing,18.494282,14.891778648611112,66.61393908333334,11.11111111111111,0.0,0.0,33.33333333333333,11.11111111111111,0.0,22.22222222222222,22.22222222222222
qGEN992,,2,Bing,17.46645428,13.473592782000003,69.05995368,0.0,15.384615384615385,0.0,0.0,0.0,15.384615384615385,0.0,69.23076923076923
qGEN993,,3,Bing,18.405165268656717,16.723756850746266,64.87107820895523,0.0,0.0,0.0,8.333333333333334,16.666666666666668,8.333333333333334,16.666666666666668,50.00000000000001
qGEN994,,4,Bing,18.71715174782609,12.139765434782609,69.14308228260869,0.0,0.0,0.0,28.57142857142857,0.0,0.0,0.0,71.42857142857143
qGEN995,,5,Bing,15.660981644444446,12.513212644444446,71.8258061904762,0.0,0.0,0.0,27.27272727272727,9.090909090909092,0.0,18.181818181818183,45.45454545454545
qGEN1001,,1,Bing,10.763586799999999,13.254664324999998,75.98174854999999,0.0,0.0,0.0,0.0,0.0,85.71428571428571,0.0,14.285714285714285
qGEN1002,,2,Bing,15.454726365384616,17.09965627884615,67.44561765384614,0.0,26.31578947368421,0.0,5.263157894736842,0.0,5.263157894736842,5.263157894736842,57.89473684210527
qGEN1003,,3,Bing,15.518487168181816,13.550968363636365,70.9305445909091,6.666666666666668,46.66666666666666,0.0,6.666666666666668,0.0,0.0,0.0,40.0
qGEN1004,,4,Bing,15.600762852459017,13.724050491803277,70.6751861147541,7.6923076923076925,38.46153846153847,7.6923076923076925,0.0,15.384615384615385,0.0,0.0,30.76923076923077
qGEN1005,,5,Bing,20.066727551470585,18.209187220588234,61.72408535294118,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,54.54545454545454
qGEN1011,,1,Bing,19.562231902439024,19.110261414634145,61.3275066097561,0.0,25.0,6.25,0.0,0.0,0.0,31.25,37.5
qGEN1012,,2,Bing,20.507502469387756,13.063764755102039,66.42873234693877,7.692307692307692,7.692307692307692,7.692307692307692,0.0,15.384615384615383,0.0,23.076923076923073,38.46153846153846
qGEN1013,,3,Bing,12.358757229166667,10.188559041666668,77.45268370833335,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,9.090909090909092,9.090909090909092,54.54545454545454
qGEN1014,,4,Bing,12.358757229166667,10.188559041666668,77.45268370833335,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,9.090909090909092,9.090909090909092,54.54545454545454
qGEN1015,,5,Bing,17.73731049122807,16.22960361403509,66.03308631578948,0.0,17.647058823529413,0.0,0.0,0.0,0.0,11.764705882352938,70.58823529411765
qGEN1020,,1,Bing,20.101240666666666,11.0640952,68.83466473333331,0.0,0.0,0.0,22.222222222222225,0.0,0.0,11.111111111111112,66.66666666666667
qGEN1021,,2,Bing,18.494282,14.891778648611112,66.61393908333334,11.11111111111111,0.0,0.0,33.33333333333333,11.11111111111111,0.0,22.22222222222222,22.22222222222222
qGEN1022,,3,Bing,13.650846992857144,10.696110835714284,75.65304253714285,5.0,5.0,5.0,35.0,10.0,0.0,5.0,35.0
qGEN1023,,4,Bing,17.68994252898551,16.02781624637681,66.28224142028985,0.0,8.333333333333334,0.0,0.0,0.0,25.000000000000004,8.333333333333334,58.33333333333335
qGEN1024,,5,Bing,21.35064962857143,13.513153142857142,65.1361970857143,6.25,0.0,0.0,18.75,0.0,0.0,25.0,50.0
qGEN1030,,1,Bing,15.287836224137932,11.964814131034483,72.74734982758619,0.0,26.66666666666667,0.0,0.0,6.666666666666668,0.0,6.666666666666668,60.0
qGEN1031,,2,Bing,17.8661012,15.879747850000001,66.25415144200001,0.0,40.0,10.0,0.0,0.0,0.0,10.0,40.0
qGEN1032,,3,Bing,15.742973680851064,12.067120526595744,72.18990668085107,9.090909090909092,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0,63.63636363636363
qGEN1033,,4,Bing,17.85949561818182,16.479964290909088,65.66053961818182,12.5,50.0,0.0,0.0,0.0,12.5,0.0,25.0
qGEN1034,,5,Bing,16.1396308125,16.7211582109375,67.139211025,0.0,14.285714285714285,0.0,7.142857142857142,7.142857142857142,0.0,14.285714285714285,57.14285714285714
qGEN1040,,1,Bing,16.23839486111111,19.704964972222225,64.05663966666667,13.333333333333336,20.0,0.0,6.666666666666668,26.66666666666667,0.0,6.666666666666668,26.66666666666667
qGEN1041,,2,Bing,13.462643236842107,11.687961447368423,74.84939468421054,0.0,20.0,0.0,6.666666666666668,20.0,0.0,6.666666666666668,46.66666666666666
qGEN1042,,3,Bing,17.70066419230769,13.582733076923079,68.71660273076922,0.0,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0,33.333333333333336
qGEN1043,,4,Bing,16.577402510638297,14.528689234042552,68.89390844680851,0.0,17.647058823529413,0.0,5.882352941176469,17.647058823529413,0.0,0.0,58.82352941176471
qGEN1044,,5,Bing,17.609017551020408,16.98886867346939,65.40211342244898,0.0,22.22222222222222,0.0,0.0,27.77777777777778,0.0,0.0,50.0
qGEN1050,,1,Bing,10.531538911764708,10.754029970588237,78.71443152941177,12.5,25.0,37.5,0.0,25.0,0.0,0.0,0.0
qGEN1051,,2,Bing,18.39083703125,21.852014296875,59.75714858750001,35.71428571428572,7.142857142857143,0.0,7.142857142857143,28.571428571428573,0.0,0.0,21.42857142857143
qGEN1052,,3,Bing,12.297592105263156,14.043054921052633,73.65935207894738,30.0,20.0,10.0,10.0,0.0,0.0,10.0,20.0
qGEN1053,,4,Bing,16.726118639344264,15.287051008196723,67.98683067213115,38.46153846153846,23.076923076923073,0.0,7.692307692307692,0.0,0.0,0.0,30.769230769230766
qGEN1054,,5,Bing,15.019141924999998,17.907865225000002,67.0729924,40.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0
qGEN1060,,1,Bing,15.593210744680853,14.959342117021274,69.44744721276597,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,66.66666666666667
qGEN1061,,2,Bing,14.537457630434785,12.307687760869564,73.15485460869567,8.333333333333334,8.333333333333334,0.0,8.333333333333334,8.333333333333334,8.333333333333334,25.000000000000004,33.333333333333336
qGEN1062,,3,Bing,12.388208319999999,13.520573160000001,74.09121866,22.22222222222222,22.22222222222222,11.11111111111111,0.0,0.0,11.11111111111111,0.0,33.33333333333333
qGEN1063,,4,Bing,19.628111682539682,18.198217984126984,62.173670079365074,0.0,9.09090909090909,9.09090909090909,0.0,0.0,0.0,9.09090909090909,72.72727272727272
qGEN1064,,5,Bing,16.11631065957447,12.381283000000002,71.50240721276595,9.090909090909092,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0,63.63636363636363
qGEN1070,,1,Bing,15.287836224137932,11.964814131034483,72.74734982758619,0.0,26.66666666666667,0.0,0.0,6.666666666666668,0.0,6.666666666666668,60.0
qGEN1071,,2,Bing,18.92486306153846,16.30443823076923,64.7706983476923,12.5,31.25,0.0,6.25,12.5,0.0,0.0,37.5
qGEN1072,,3,Bing,15.600762852459017,13.724050491803277,70.6751861147541,7.6923076923076925,38.46153846153847,7.6923076923076925,0.0,15.384615384615385,0.0,0.0,30.76923076923077
qGEN1073,,4,Bing,15.095717,13.610630901960786,71.29365192156862,0.0,27.27272727272727,9.090909090909092,0.0,9.090909090909092,9.090909090909092,9.090909090909092,36.36363636363637
qGEN1074,,5,Bing,20.066727551470585,18.209187220588234,61.72408535294118,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,54.54545454545454
qGEN1080,,1,Bing,9.716143146341464,9.05530324390244,81.228554,0.0,42.857142857142854,0.0,0.0,28.57142857142857,0.0,0.0,28.57142857142857
qGEN1081,,2,Bing,18.256021719298243,14.607100271929827,67.13687817543858,8.333333333333332,41.66666666666667,0.0,0.0,0.0,0.0,8.333333333333332,41.66666666666667
qGEN1082,,3,Bing,14.914609095238095,9.199667499999999,75.8857239047619,0.0,42.857142857142854,0.0,0.0,14.285714285714285,14.285714285714285,0.0,28.57142857142857
qGEN1083,,4,Bing,17.052571625,14.973470049999998,67.97395744999999,0.0,11.11111111111111,0.0,0.0,11.11111111111111,22.22222222222222,0.0,55.55555555555556
qGEN1084,,5,Bing,15.058464484375001,15.367031171875,69.5745042125,11.764705882352938,17.647058823529413,5.882352941176469,0.0,17.647058823529413,0.0,11.764705882352938,35.294117647058826
qGEN1090,,1,Bing,17.429078074074074,11.359541574074075,71.21138012962963,10.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0
qGEN1091,,2,Bing,16.945694268656712,12.48306274626866,70.57124304477611,6.666666666666668,33.33333333333333,0.0,6.666666666666668,0.0,0.0,13.333333333333336,40.0
qGEN1092,,3,Bing,15.431422694915256,18.429725722033897,66.13885166101696,13.333333333333336,13.333333333333336,6.666666666666668,0.0,0.0,0.0,6.666666666666668,60.0
qGEN1093,,4,Bing,13.926094078947369,12.259452460526317,73.81445315789473,20.0,20.0,0.0,10.0,0.0,0.0,40.0,10.0
qGEN1094,,5,Bing,17.286417204545454,14.129139545454548,68.58444343181817,14.285714285714285,57.14285714285714,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285
qGEN1100,,1,Bing,12.08106351282051,9.95281235897436,77.96612333333334,16.666666666666668,0.0,0.0,0.0,0.0,16.666666666666668,0.0,66.66666666666667
qGEN1101,,2,Bing,14.923302745454544,17.931288254545457,67.14540892727273,0.0,7.692307692307692,0.0,0.0,38.46153846153846,0.0,7.692307692307692,46.153846153846146
qGEN1102,,3,Bing,13.826997813114753,14.120223860655736,72.05277796721312,10.526315789473685,5.2631578947368425,5.2631578947368425,10.526315789473685,10.526315789473685,10.526315789473685,5.2631578947368425,42.10526315789474
qGEN1103,,4,Bing,13.079791307692307,12.616291692307696,74.30391751282052,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0
qGEN1104,,5,Bing,19.1149736097561,16.988097902439026,63.89692812195123,0.0,14.285714285714288,7.142857142857144,0.0,28.571428571428577,7.142857142857144,0.0,42.85714285714287
qGEN1110,,1,Bing,17.414901210526317,13.821340375438595,68.76375833333333,7.142857142857142,7.142857142857142,0.0,21.428571428571427,35.714285714285715,0.0,0.0,28.57142857142857
qGEN1111,,2,Bing,13.748242294999999,13.938396749999999,72.31336094999999,9.090909090909092,0.0,0.0,0.0,18.181818181818183,0.0,18.181818181818183,54.54545454545454
qGEN1112,,3,Bing,16.41920270967742,14.736990032258065,68.84380746774195,0.0,23.529411764705877,5.882352941176469,0.0,17.647058823529413,0.0,5.882352941176469,47.058823529411754
qGEN1113,,4,Bing,20.346466314814815,12.149539462962961,67.50399318518518,0.0,8.333333333333332,0.0,0.0,41.66666666666667,0.0,0.0,50.0
qGEN1114,,5,Bing,16.98921214583333,13.16252859375,69.84825977083334,5.882352941176469,52.941176470588246,0.0,17.647058823529413,11.764705882352938,0.0,0.0,11.764705882352938
qGEN1120,,1,Bing,17.429078074074074,11.359541574074075,71.21138012962963,10.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0
qGEN1121,,2,Bing,18.92486306153846,16.30443823076923,64.7706983476923,12.5,31.25,0.0,6.25,12.5,0.0,0.0,37.5
qGEN1122,,3,Bing,15.742973680851064,12.067120526595744,72.18990668085107,9.090909090909092,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0,63.63636363636363
qGEN1123,,4,Bing,15.095717,13.610630901960786,71.29365192156862,0.0,27.27272727272727,9.090909090909092,0.0,9.090909090909092,9.090909090909092,9.090909090909092,36.36363636363637
qGEN1124,,5,Bing,20.066727551470585,18.209187220588234,61.72408535294118,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,54.54545454545454
qGEN1130,,1,Bing,14.786866722222221,15.198523444444445,70.01460986481482,0.0,0.0,0.0,0.0,71.42857142857143,0.0,7.142857142857142,21.428571428571427
qGEN1131,,2,Bing,13.788019070175439,14.127173,72.08480795789474,0.0,0.0,0.0,7.6923076923076925,30.76923076923077,0.0,15.384615384615385,46.15384615384615
qGEN1132,,3,Bing,14.223820396551723,12.4885295,73.28764939655173,0.0,13.333333333333336,6.666666666666668,6.666666666666668,26.66666666666667,0.0,26.66666666666667,20.0
qGEN1133,,4,Bing,17.666036031249998,16.173836765624998,66.160126578125,12.5,0.0,6.25,18.75,18.75,6.25,12.5,25.0
qGEN1134,,5,Bing,17.572299081967213,14.427973934426227,67.99972729508195,15.0,0.0,10.0,5.0,20.0,0.0,5.0,45.0
qGEN1140,,1,Bing,14.110523642857142,14.16894532857143,71.72053102857141,6.666666666666669,13.333333333333337,6.666666666666669,0.0,46.666666666666664,0.0,0.0,26.666666666666675
qGEN1141,,2,Bing,13.5841205,14.92753203030303,71.4883476969697,5.2631578947368425,15.789473684210527,0.0,5.2631578947368425,36.8421052631579,5.2631578947368425,10.526315789473685,21.05263157894737
qGEN1142,,3,Bing,14.415038267857144,13.747665303571429,71.837295875,0.0,0.0,0.0,0.0,45.0,0.0,0.0,55.00000000000001
qGEN1143,,4,Bing,16.908254476190475,17.1166226031746,65.97512215873014,10.526315789473685,5.2631578947368425,5.2631578947368425,5.2631578947368425,26.315789473684212,0.0,5.2631578947368425,42.10526315789474
qGEN1144,,5,Bing,13.551569158730157,16.33034111111111,70.1180888095238,6.25,0.0,6.25,0.0,37.5,0.0,6.25,43.75
qGEN1150,,1,Bing,17.414901210526317,13.821340375438595,68.76375833333333,7.142857142857142,7.142857142857142,0.0,21.428571428571427,35.714285714285715,0.0,0.0,28.57142857142857
qGEN1151,,2,Bing,13.857149542857144,13.594049628571431,72.5488014,0.0,8.333333333333334,0.0,0.0,58.33333333333335,0.0,0.0,33.333333333333336
qGEN1152,,3,Bing,14.232570667741937,11.96635253064516,73.80107733870967,0.0,42.857142857142854,0.0,7.142857142857142,14.285714285714285,0.0,7.142857142857142,28.57142857142857
qGEN1153,,4,Bing,16.01612365357143,11.513635107142859,72.47024140357142,6.666666666666666,6.666666666666666,0.0,6.666666666666666,26.666666666666664,0.0,13.333333333333332,39.99999999999999
qGEN1154,,5,Bing,16.080812975438597,11.486863157894737,72.43232436842105,7.692307692307692,7.692307692307692,0.0,7.692307692307692,38.46153846153846,0.0,0.0,38.46153846153846
qGEN1160,,1,Bing,14.22947360526316,17.634122268421052,68.13640428947369,0.0,33.333333333333336,0.0,33.333333333333336,0.0,0.0,0.0,33.333333333333336
qGEN1161,,2,Bing,20.934290875,18.640528187499996,60.42518160416667,20.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN1162,,3,Bing,14.774624508474577,15.256093737288134,69.96928179661016,33.333333333333336,0.0,11.111111111111112,22.222222222222225,0.0,0.0,0.0,33.333333333333336
qGEN1163,,4,Bing,17.722888499999996,16.6718930877193,65.60521885964913,0.0,7.142857142857143,0.0,14.285714285714286,7.142857142857143,7.142857142857143,7.142857142857143,57.142857142857146
qGEN1164,,5,Bing,17.254382812499998,18.970177464285715,63.77544034999999,4.761904761904762,4.761904761904762,0.0,23.809523809523807,4.761904761904762,0.0,9.523809523809524,52.38095238095239
qGEN1170,,1,Bing,11.045577933333336,15.714244533333336,73.24017749999999,16.66666666666667,16.66666666666667,0.0,33.33333333333334,0.0,16.66666666666667,0.0,16.66666666666667
qGEN1171,,2,Bing,13.634725645833335,14.949555635416663,71.41571877083334,40.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN1172,,3,Bing,16.136154368421053,17.021469815789477,66.84237584210526,0.0,21.42857142857143,0.0,21.42857142857143,0.0,7.142857142857143,14.285714285714286,35.71428571428572
qGEN1173,,4,Bing,13.564687969230768,16.62974028846154,69.80557207692308,0.0,15.384615384615383,0.0,38.46153846153846,7.692307692307692,7.692307692307692,0.0,30.769230769230766
qGEN1174,,5,Bing,17.69293198245614,21.508389263157895,60.7986788,23.076923076923077,0.0,0.0,30.76923076923077,7.6923076923076925,7.6923076923076925,7.6923076923076925,23.076923076923077
qGEN1180,,1,Bing,10.14498507755102,10.695907102040819,79.15910740816327,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN1181,,2,Bing,13.032438918367347,14.367588989795918,72.59997224489796,8.333333333333332,0.0,0.0,41.66666666666667,0.0,25.0,0.0,25.0
qGEN1182,,3,Bing,17.844405621875,17.500994796875002,64.654599234375,4.545454545454546,0.0,0.0,9.090909090909092,0.0,36.36363636363637,4.545454545454546,45.45454545454545
qGEN1183,,4,Bing,14.85529336129032,16.2136071516129,68.93109953225807,5.263157894736842,0.0,0.0,26.31578947368421,0.0,15.789473684210526,0.0,52.63157894736842
qGEN1184,,5,Bing,16.5310309,15.386496675,68.08247172499999,0.0,0.0,0.0,21.428571428571427,0.0,21.428571428571427,0.0,57.14285714285714
qGEN1190,,1,Bing,13.032438918367347,14.367588989795918,72.59997224489796,8.333333333333332,0.0,0.0,41.66666666666667,0.0,25.0,0.0,25.0
qGEN1191,,2,Bing,12.552547655737706,12.739692524590163,74.70775960655737,0.0,23.076923076923077,7.6923076923076925,23.076923076923077,7.6923076923076925,0.0,7.6923076923076925,30.76923076923077
qGEN1192,,3,Bing,15.921273510638297,13.417846204255317,70.66088014893617,0.0,8.333333333333334,16.666666666666668,33.333333333333336,0.0,0.0,16.666666666666668,25.000000000000004
qGEN1193,,4,Bing,15.70521,11.12362328125,73.171166625,0.0,0.0,0.0,25.0,0.0,0.0,12.5,62.5
qGEN1194,,5,Bing,19.563388107692308,18.888762753846155,61.54784916923076,7.142857142857143,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,21.42857142857143,50.00000000000001
qGEN1200,,1,Bing,14.557862229508196,15.985100737704919,69.45703698360656,27.27272727272727,18.181818181818183,0.0,9.090909090909092,0.0,9.090909090909092,0.0,36.36363636363637
qGEN1201,,2,Bing,13.634725645833335,14.949555635416663,71.41571877083334,40.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN1202,,2,Bing,15.670785439999998,16.421815450000004,67.90739914,23.076923076923073,7.692307692307692,7.692307692307692,23.076923076923073,0.0,0.0,0.0,38.46153846153846
qGEN1203,,3,Bing,11.045577933333336,15.714244533333336,73.24017749999999,16.66666666666667,16.66666666666667,0.0,33.33333333333334,0.0,16.66666666666667,0.0,16.66666666666667
qGEN1204,,4,Bing,16.49421110714286,19.85735354464286,63.64843558928571,10.0,10.0,10.0,40.0,0.0,20.0,0.0,10.0
qGEN1205,,5,Bing,15.94068325,18.966930645833337,65.0923863125,0.0,7.142857142857143,0.0,28.571428571428573,7.142857142857143,0.0,0.0,57.142857142857146
qGEN1211,,1,Bing,12.550608279999997,12.456705979999999,74.9926857,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0
qGEN1212,,2,Bing,12.023087667857144,13.832329339285716,74.1445833392857,0.0,28.571428571428573,0.0,0.0,42.85714285714286,0.0,28.571428571428573,0.0
qGEN1213,,3,Bing,12.425006269696969,13.617992484848482,73.95700144696971,0.0,28.571428571428573,0.0,0.0,42.85714285714286,0.0,28.571428571428573,0.0
qGEN1214,,4,Bing,10.782091955555556,12.584282177777778,76.63362622222223,0.0,0.0,0.0,28.571428571428573,28.571428571428573,0.0,14.285714285714286,28.571428571428573
qGEN1215,,5,Bing,9.466461823255813,11.15579511627907,79.37774358139535,0.0,0.0,0.0,0.0,33.333333333333336,0.0,66.66666666666667,0.0
qGEN1221,,1,Bing,12.63031964814815,14.881641037037038,72.48803949999999,22.22222222222222,22.22222222222222,0.0,11.11111111111111,0.0,11.11111111111111,0.0,33.33333333333333
qGEN1222,,2,Bing,13.634725645833335,14.949555635416663,71.41571877083334,40.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN1223,,3,Bing,11.023243403846154,12.521253403846153,76.45550355769231,0.0,14.285714285714285,0.0,14.285714285714285,0.0,0.0,71.42857142857143,0.0
qGEN1224,,4,Bing,7.545381130434782,10.20461784057971,82.25000042028987,0.0,16.66666666666667,0.0,0.0,16.66666666666667,33.33333333333334,33.33333333333334,0.0
qGEN1225,,5,Bing,13.71610127586207,14.10597748275862,72.17792136206897,12.5,12.5,0.0,12.5,12.5,12.5,0.0,37.5
qGEN1231,,1,Bing,10.14498507755102,10.695907102040819,79.15910740816327,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN1232,,2,Bing,17.844405621875,17.500994796875,64.654599234375,4.545454545454546,0.0,0.0,9.090909090909092,0.0,36.36363636363637,4.545454545454546,45.45454545454545
qGEN1233,,3,Bing,14.85529336129032,16.2136071516129,68.93109953225807,5.263157894736842,0.0,0.0,26.31578947368421,0.0,15.789473684210526,0.0,52.63157894736842
qGEN1234,,4,Bing,11.459698288636364,12.263911568181816,76.27639013636363,0.0,7.142857142857143,0.0,9.523809523809526,2.3809523809523814,23.80952380952381,0.0,57.142857142857146
qGEN1235,,5,Bing,14.973234839622643,14.158095716981132,70.86866918867925,0.0,0.0,0.0,33.33333333333333,8.333333333333332,16.666666666666664,0.0,41.66666666666667
qGEN1241,,1,Bing,10.14498507755102,10.695907102040819,79.15910740816327,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN1242,,2,Bing,17.844405621875,17.500994796875,64.654599234375,4.545454545454546,0.0,0.0,9.090909090909092,0.0,36.36363636363637,4.545454545454546,45.45454545454545
qGEN1243,,3,Bing,16.1845676,12.496261299999999,71.31917084444444,14.285714285714285,14.285714285714285,0.0,42.857142857142854,0.0,0.0,0.0,28.57142857142857
qGEN1244,,4,Bing,11.459698288636364,12.263911568181816,76.27639013636363,0.0,7.142857142857143,0.0,9.523809523809526,2.3809523809523814,23.80952380952381,0.0,57.142857142857146
qGEN1245,,5,Bing,23.619334181818182,19.545348787878787,56.835316393939394,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,83.33333333333334
qGEN1251,,1,Bing,13.710071100000002,15.040733833333334,71.24919526666666,0.0,0.0,0.0,22.22222222222222,0.0,0.0,33.33333333333333,44.44444444444444
qGEN1252,,2,Bing,12.869268789473685,14.636907403508772,72.49382455438597,0.0,20.0,0.0,40.0,0.0,20.0,10.0,10.0
qGEN1253,,3,Bing,17.94309753703704,14.65040224814815,67.4065003148148,0.0,10.0,5.0,15.0,5.0,0.0,40.0,25.0
qGEN1254,,4,Bing,18.007004963636362,16.467673072727273,65.52532202181818,0.0,10.0,0.0,20.0,10.0,0.0,20.0,40.0
qGEN1255,,5,Bing,7.063731615384615,6.713531692307692,86.22273661538462,0.0,0.0,0.0,33.333333333333336,0.0,0.0,33.333333333333336,33.333333333333336
qGEN1260,,1,Bing,16.75845279545455,12.721707659090908,70.5198394090909,0.0,15.384615384615385,0.0,46.15384615384615,0.0,7.6923076923076925,0.0,30.76923076923077
qGEN1261,,2,Bing,20.990753674418603,16.31365268372093,62.695593604651165,0.0,6.25,0.0,25.0,6.25,6.25,0.0,56.25
qGEN1262,,3,Bing,15.135629564102562,13.006091641025641,71.85827848717949,0.0,18.18181818181818,0.0,45.454545454545446,0.0,18.18181818181818,0.0,18.18181818181818
qGEN1263,,4,Bing,15.25924447213115,14.811974147540985,69.92878125573769,0.0,22.727272727272727,0.0,18.181818181818183,0.0,18.181818181818183,0.0,40.909090909090914
qGEN1264,,5,Bing,15.50071665769231,10.917907865384615,73.5813746923077,0.0,0.0,0.0,26.31578947368421,0.0,21.052631578947366,5.263157894736842,47.368421052631575
qGEN1270,,1,Bing,12.63031964814815,14.881641037037038,72.48803949999999,22.22222222222222,22.22222222222222,0.0,11.11111111111111,0.0,11.11111111111111,0.0,33.33333333333333
qGEN1271,,2,Bing,13.634725645833335,14.949555635416663,71.41571877083334,40.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN1272,,3,Bing,17.32443393548387,18.059943669354837,64.61562266129032,10.0,10.0,0.0,20.0,0.0,0.0,10.0,50.0
qGEN1273,,4,Bing,16.49421110714286,19.85735354464286,63.64843558928571,10.0,10.0,10.0,40.0,0.0,20.0,0.0,10.0
qGEN1274,,5,Bing,19.150691084745763,18.132791915254238,62.716516711864415,8.333333333333332,16.666666666666664,0.0,25.0,0.0,0.0,0.0,50.0
qGEN1280,,1,Bing,10.14498507755102,10.695907102040819,79.15910740816327,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN1281,,2,Bing,14.51886200677966,14.249432406779661,71.23170537288136,0.0,0.0,0.0,41.17647058823529,0.0,23.529411764705877,5.882352941176469,29.411764705882355
qGEN1282,,3,Bing,10.144985077551022,10.695907102040817,79.15910740816328,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN1283,,4,Bing,15.585229568421056,14.777885245614037,69.63688503508773,5.0,10.0,0.0,25.0,5.0,20.0,0.0,35.0
qGEN1284,,5,Bing,14.103546609374998,15.28446328125,70.61199028125,5.882352941176469,0.0,5.882352941176469,35.294117647058826,11.764705882352938,17.647058823529413,5.882352941176469,17.647058823529413
