query,text_sample,position,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
 persona che rispetta la natura,"Frasi, citazioni e aforismi sulla natura - Aforisticamente .... Frasi, citazioni e aforismi sulla natura. Ogni cosa che puoi immaginare, la natura l’ha già creata. (Albert Einstein) Guardare la bellezza della natura è il primo passo per purificare la mente. (Amit Ray) Guarda gli alberi, guarda gli uccelli, guarda le nuvole, le stelle… e se hai occhi potrai vedere che l’esistenza intera è ricolma di ...",7,14.960424015873016,18.03128941904762,67.00828576190476,11.225229207415884,12.91507700074834,11.569746504527503,12.94252704227142,12.264841861480026,12.638438989095599,11.51630305116813,14.927836343293066
 persona che rispetta la natura,"Rispetto per l' ambiente - rispetta sempre la natura. Rispetto per l’ ambiente – rispetta sempre la natura ! Una tra le cose che qualsiasi escursionista, scalatore o amante della montagna deve sempre ricordare è Il RISPETTO per l’ ambiente che lo circonda. Quando si è in questi luoghi è nostro compito impegnarci a mantenere incontaminata questa natura che si presenta nella sua forma più autentica.",8,16.171148301587305,12.849056587301588,70.97979517460315,12.192878522007893,12.23940344360663,11.070170026431171,13.269434068253705,11.870890499044013,12.004035307490765,11.616040331528827,15.737147801636949
 persona che rispetta la natura,"Rispettare la natura è un bene di tutti - DisabiliAbili.net. La raccolta differenziata valorizza il rifiuto perché lo recupera e lo rigenera, consumando molta meno energia nel processo di riciclo rispetto alla produzione da materie prime. Crea ricchezza, perché il rifiuto vale, e risponde a vere proprie regole di mercato e rispetta l'ambiente perché non lascia l'onere di smaltire i rifiuti alla natura.",9,13.004460524590163,13.283431557377051,73.71210821311476,12.344775248051272,13.256028709267422,10.793577561921829,12.535626413136619,11.628595973542911,11.571871118242981,10.812755096507294,17.056769879329632
 persona che rispetta la natura,"Frasi sul rispetto: citazioni, aforismi – Frasi Celebri .it. Il rispetto per una persona si dimostra con la gentilezza e con l'educazione - per un sacco di gente, togliersi il cappello è un segno di rispetto; quando invece le persone vengono insultate o trattate male, sentono di non essere state rispettate.",10,17.216536687499996,18.236020187500003,64.5474424375,14.241894594938367,9.968989002515585,11.931916957617466,12.422954817265614,13.176194947164479,12.439470242260953,11.375761622491916,14.442817815745581
Qual Ã¨ la causa della riduzione del lago Aral,"Lago D'Aral, uno dei più grandi disastri ecologici della .... Fino a 50 anni fa, il lago d’Aral era tra i laghi più grandi del mondo, con una superficie di 68.000 Km quadrati totali. Questa superficie si è ridotta del 75% dal 1960 ad oggi. Ogni anno, il satellite Terra della Nasa documenta il ritiro delle acque di questo lago. La maggior parte del lago quindi è prosciugato.",1,18.026558022222225,13.805025380952381,68.16841653968254,12.034909481936346,13.204423151748527,9.454654958816588,13.109307700712339,12.375184310977444,12.596607124169706,13.541525417064237,13.683387854574791
Qual Ã¨ la causa della riduzione del lago Aral,"Lago d'Aral - Wikipedia. Uno dei principali obiettivi del progetto era rifornire d'acqua il lago d'Aral. Tuttavia, a causa dei costi impressionanti e della contrarietà dell'opinione pubblica russa, le autorità federali abbandonarono il progetto nel 1986. Dal 1960 al 1998 la superficie del lago si era ridotta di circa il 60% ed il suo volume dell'80%.",2,16.690013379999996,12.79732053,70.51266534,12.079397776602512,13.84265645153758,10.744117983277695,13.312553494385451,11.846119753024515,11.425217282257288,12.40078920145887,14.349148057456066
Qual Ã¨ la causa della riduzione del lago Aral,"Il Lago d'Aral è quasi scomparso - Focus.it Il Lago d'Aral è quasi scomparso - Focus.it. Il più evidente è proprio quello del Lago d’Aral, che era il secondo specchio d’acqua dell’Asia Centrale (dopo il Caspio). Oggi sulle rive del lago ci sono barche e battelli arenati a chilometri dal bagnasciuga: anni fa erano usati per la pesca, oggi sono spettrali cimeli di un disastro ambientale. Il più evidente è proprio quello del Lago d’Aral, che era il secondo specchio d’acqua dell’Asia Centrale (dopo il Caspio). Oggi sulle rive del lago ci sono barche e battelli arenati a chilometri dal bagnasciuga: anni fa erano usati per la pesca, oggi sono spettrali cimeli di un disastro ambientale.",3,18.08312492857143,18.37176617857143,63.54510874999999,11.81291460952713,12.598091597813191,10.458038173506756,14.21531187512802,12.172745394478431,13.251911124248927,13.120692129001785,12.370295096295743
Qual Ã¨ la causa della riduzione del lago Aral,"Il lago d’Aral è completamente prosciugato. Per la prima volta nella storia, almeno in quella moderna, il lago d’Aral è quasi completamente asciutto.Lo dimostrano le immagini satellitari della Nasa diffuse settimana scorsa e riprese dal satellite Terra, in cui si vede tutto il bacino est del lago, che si trova a cavallo tra Kazakistan e Uzbekistan, a secco.",4,13.856882430508474,12.434728203389831,73.70838924576272,12.063921525109162,13.090359683486696,9.55048464461376,12.93368478834298,13.143023693911172,12.003014053761534,14.780534508083937,12.434977102690734
Qual Ã¨ la causa della riduzione del lago Aral,"Lago d'Aral - Approfondimenti - Geografia Online. La città uzbeka di Muynak, un tempo attivo centro costiero per la lavorazione del pesce, attualmente si trova a circa 50 km dalle rive del lago; la foto qui a fianco testimonia quella che un tempo era la riva del lago d'Aral a Muynak. Il clima della zona si è modificato a causa della sparizione delle acque che mitigavano l’aria torrida e si ...",5,12.827018104477613,13.810542059701495,73.36243946268657,12.091608049235292,13.390076058451855,9.490500263865485,13.374101793012958,12.221136488618995,12.066539701396147,13.682568692978405,13.683468952440837
Qual Ã¨ la causa della riduzione del lago Aral,"Il disastro ecologico del Lago d'Aral: una storia .... Lago d’Aral: le prospettive di recupero. Purtroppo, senza interventi la totale scomparsa del lago d’Aral sarebbe ormai inevitabile. Le poche opere di bonifica sono iniziate solo nel 2000, con la messa in sicurezza della base militare sovietica che sorgeva su una delle isole.",6,14.05609612,15.344190093999998,70.59971379000001,10.426136936106134,14.03523924820744,10.358257092956952,13.588140184809777,11.10641084123431,13.119594519651104,12.917444973426987,14.448776203607267
Qual Ã¨ la causa della riduzione del lago Aral,"Geografia - il disastro ecologico del Lago d' Aral. Appunti di Geografia per l'esame del professor Guido Locarno. Gli argomenti trattati sono i seguenti: il disastro geologico del lago d'Aral, la storia dell'area nell'antichità, il disastro e",7,12.536003416666668,15.567636805555555,71.89636025,11.46545565427648,13.796986725534625,10.780939390362821,13.189986977294394,11.968095820539208,11.98198693186999,12.729159413477692,14.08738908664477
Qual Ã¨ la causa della riduzione del lago Aral,"C'era una volta il Lago d'Aral - MeteoGiornale.it. Il Lago d'Aral nelle foto del 19 agosto 2014. La riduzione della superficie del lago era stata pianificata dal regime sovietico, che pensava che le acque che vi affluivano fosse meglio utilizzarle ...",8,16.178502833333336,14.731324138888885,69.09017268055555,11.785138393544814,13.494201197835034,9.410475878245341,13.169148068131536,12.309418923194892,12.851249164855592,13.644357146709046,13.336011227483727
Qual Ã¨ la causa della riduzione del lago Aral,"La grandezza perduta del Lago d'Aral - MSOI thePost. Alla frontiera tra Uzbekistan e Kazakistan, il lago d’Aral è stato al centro di uno dei più grandi disastri ambientali degli ultimi decenni. Un tempo grande oasi dell’Asia centrale sfruttata dai pescatori locali, dai primi anni Sessanta ha visto diminuire sempre più la propria estensione a causa di massicci interventi dell’allora Governo sovietico.",9,18.905993990163932,15.26229516065574,65.83171066721313,11.465137403996973,13.11634609228965,10.042698953757888,13.674771104420907,12.307035843663947,13.17762145596895,11.944628887232232,14.271760258669428
Qual Ã¨ la causa della riduzione del lago Aral,"Il Lago d'Aral è quasi scomparso - Focus.it. Dal 1960 a oggi la sua superfcie si è ridotta del 75%, e dei 68.000 km quadrati originali oggi ne restano poco più del 10%. Il restante 90% è sabbia, tutto il resto dell'acqua si è prosciugato. Tanto che . Ogni anno, ad agosto, il satellite Terra della Nasa punta i suoi strumenti sul lago d'Aral per documentare il ritiro delle acque. Qui ...",10,16.064008419047617,16.647929158730157,67.28806242857144,12.132745846815611,13.596978378561175,8.983355490003886,13.19188157901868,12.33076010067136,12.08022517339115,13.800067791046185,13.883985640491922
Quale nome si usa per definire una persona che ha a cuore l,"Quale aggettivo si usa per dire che una persona è ""diretta .... Quale aggettivo si usa per dire che una persona è ""diretta""? o meglio.... qual è il sostantivo? è sincero chi ha sincerità.... e qual è il sostantivo per definire chi è diretto????? help me. Segui . 11 risposte 11. Segnala abuso. ... Quale aggettivo descrive meglio la vostra persona del cuore?? Altre domande.",1,20.052655933333334,15.78816651666667,64.15917718333333,12.540789162263888,12.460699604330436,13.29078320001959,12.435551671804724,12.292604656496072,12.07926808432209,11.15842196646264,13.741881654300522
Quale nome si usa per definire una persona che ha a cuore l,"mi potete dire tutti gli aggettivi esistenti per definire .... Migliore risposta: Non credo che si possa elencare tutti ma proprio tutti gli aggettivi esistenti, comunque te ne posso dire un po'. Gentile, cortese, attraente ...",2,24.69332893939394,21.460917836363638,53.84575378787879,10.32374032693962,12.316448043573715,12.284748262703234,12.47021506444196,12.808790589479141,12.505946965265807,12.092690630555516,15.19742011704098
Quale nome si usa per definire una persona che ha a cuore l,"AGGETTIVI in ""La grammatica italiana"" - treccani.it. L’aggettivo è una parte variabile del discorso che esprime gli attributi di qualità, quantità ecc. della persona o della cosa indicata dal sostantivo a cui si riferisce. Gli aggettivi si distinguono comunemente in qualificativi e determinativi (o indicativi). • Gli aggettivi qualificativi indicano una qualità del nome Ho comprato una bella maglia Mario è un bambino molto buono Di ...",3,19.82063433870968,13.029554451612904,67.14981166129033,12.648896087260795,13.05151076783596,11.355764870152237,11.937524515491441,12.235827685832284,11.73784389864299,11.789178883996524,15.243453290787734
Quale nome si usa per definire una persona che ha a cuore l,"E' corretto definire ""Negro"" una persona appartenente alla .... E' corretto definire ""Negro"" una persona appartenente alla etnica africana? ... film dicono BLACK Io credo... show more Negli STATI UNITI per esempio dire Negro e' molto scorretto (in inglese NIGER) si usa comunemente la parola nero ... yak per la simpatia HO DECISO CHE LI CHIAMERO PER NOME ANCHE SE IN CUORE SO CHE NEGRO NON E' UN OFFESA E CHE ...",4,17.538798446153848,15.005913753846153,67.45528806153845,13.574408281284969,11.286895089932827,11.583630037781981,12.751952894166132,12.887764409035293,11.8504801367945,12.232392775853034,13.832476375151225
Quale nome si usa per definire una persona che ha a cuore l,"Eredità e Testamento - Il portale giuridico online per i .... Per questi motivi e per tale senso, si usa dire anche che non esiste la ... neppure il patto con il quale una persona disponga dei diritti che ... 1 della legge 589/94 ha sancito che “per i ...",5,12.705837953488372,14.245560093023258,73.04860197674418,11.810352894207377,13.145963804211608,12.268734941649232,12.156878097219852,11.407574618806287,11.328047109289937,12.141480749439292,15.740967785176373
Quale nome si usa per definire una persona che ha a cuore l,"Quiz [1] Quale delle seguenti frasi contiene un verbo .... b) Ho visto un film che mi ha commosso c) Il ragazzo che abbiamo incontrato ieri è il figlio di Carla d) Tutte le case che hanno le finestre rosse sono del villaggio Quiz [17] Delle frasi che seguono, solo una contiene una proposizione che non è una modale. Quale? a) Incontrò Marta andando a scuola b) Parlava ansimando",6,17.422694303030305,17.84949375,64.72781241818181,13.418493189199992,13.104594590818182,10.343707763170507,12.225067700443994,12.829528275523868,12.010750099783742,12.652553929554633,13.415304451505042
Quale nome si usa per definire una persona che ha a cuore l,"L'aggettivo - sintesi di tutti gli aggettivi. L'aggettivo e una parola variabile che si aggiunge al nome per determinarlo... Aggettivi qualificativi, aggettivi possessivi, aggettivi dimostrativi, aggettivi identificativi, aggettivi indefiniti, aggettivi numerali, aggettivi interrogativi ed esclamativi.",7,20.172622823529412,12.880781088235294,66.94659602941177,11.973991222105033,14.105525413082454,12.233962498270662,11.90608121635118,12.63419146448527,11.863625531792502,11.545927683598723,13.73669497031414
Quale nome si usa per definire una persona che ha a cuore l,"Glossario delle frasi fatte - Wikipedia. Mutuato dal film Fantozzi, con Paolo Villaggio, del 1975, è una delle allucinazioni che colpiscono il protagonista nel salire verso l'ufficio del Megadirettore. Si usa per indicare una lapidazione pubblica ingiusta per aver espresso un'opinione, o anche per indicare una punizione arbitraria e sproporzionata.",8,16.415790895833336,11.9787000875,71.60550925000001,12.364457833041826,13.649158917888817,11.292667136886088,12.34774088794334,11.751164699251571,12.287632227836086,11.907432168928903,14.39974612822333
Quale nome si usa per definire una persona che ha a cuore l,"Le peggiori tattiche manipolatorie che i narcisisti ed i .... comprendo la tua sensazione… è quella che ho provato e provo ancora tutt’oggi. Ero una persona forte, solare, positiva, che si era creata una buona autostima e lui l’ha distrutta, calpestata e mi manco ogni giorno… Ho pensato anche leggendo questo articolo di essere io, perchè dopo mesi di lotta sono esplosa e l’ho insultato.",9,17.375246515624998,19.282083671875,63.342669656249996,12.14988489093691,12.006226354661004,11.339556145031953,13.676082387318639,12.904789101116467,12.800487601332867,11.443953694322047,13.679019825280077
Quale nome si usa per definire una persona che ha a cuore l,"Parlare di disabilità: quali sono le parole corrette da usare. (termine vecchio e offensivo) non sei una bella persona. Per riassumere, vi inserisco una tabella ben fatta tratta dal portale ""webacessibile.org"". Grazie per aver letto fino qui e speriamo che il ...",10,21.842424449999996,18.27283235,59.8847429875,13.067034692469893,12.334206515088967,12.412712974938312,13.372271491574397,11.286775609865987,12.45471608523284,10.156216456979715,14.916066173849849
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup - Wikipedia The Ocean Cleanup - Wikipedia The Ocean Cleanup - Wikipedia. The Ocean Cleanup is a non-government engineering environmental organization based in the Netherlands, that develops technology to extract plastic pollution from the oceans. After a couple of years of various tests they deployed their first full scale prototype. It ran into difficulty after two months and was towed to Hawaii for inspection and repair. The Ocean Cleanup is a non-government engineering environmental organization based in the Netherlands, that develops technology to extract plastic pollution from the oceans. After a couple of years of various tests they deployed their first full scale prototype. It ran into difficulty after two months and was towed to Hawaii for inspection and repair. The Ocean Cleanup is a non-government engineering environmental organization based in the Netherlands, that develops technology to extract plastic pollution from the oceans. After a couple of years of various tests they deployed their first full scale prototype. It ran into difficulty after two months and was towed to Hawaii for inspection and repair.",1,9.532707936723163,11.638629354802259,78.8286631920904,12.4067358634142,13.243539361503794,8.773292512097935,10.125840665596225,13.772917979966179,10.152007894116958,20.86133062063752,10.664335102667161
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup - Wikipedia. The Ocean Cleanup is a non-government engineering environmental organization based in the Netherlands, that develops technology to extract plastic pollution from the oceans. After a couple of years of various tests they deployed their first full scale prototype. It ran into difficulty after two months and was towed to Hawaii for inspection and repair.",2,9.322457552542373,11.407682315254238,79.26986059322034,12.405492474569217,13.346439037937438,8.90408858872832,10.122958294454287,13.719681801642599,10.022092422936382,21.05335329274594,10.425894086985792
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup funziona: la macchina sta raccogliendo ... The Ocean Cleanup funziona: la macchina sta raccogliendo .... The Ocean Cleanup, il progetto lanciato da un giovane olandese ormai 7 anni fa, ha ottenuto i suoi primi risultati. Dopo una serie di tentativi il prototipo ""System 001/B"", barriera galleggiante ... The Ocean Cleanup, il progetto lanciato da un giovane olandese ormai 7 anni fa, ha ottenuto i suoi primi risultati. Dopo una serie di tentativi il prototipo ""System 001/B"", barriera galleggiante ...",3,14.984786157894735,16.63918180263158,68.37603234210526,13.719674554493059,12.160313042516773,10.184723880835882,12.845309606945893,12.164647928128156,11.097428265064465,11.878606499981462,15.949296222034281
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup Jobs, Employment | Indeed. 68 The Ocean Cleanup jobs available on Indeed.com. Apply to Warehouse Worker, Case Pick Fulltime, Crew Member and more!",4,13.440345539130433,14.36795452173913,72.19170082608694,12.48871413928647,12.998551640998372,9.56607495969597,11.268170478962906,13.373310306344885,10.869052171076227,15.383247181248324,14.052879122386816
Cosa Ã¨  Ocean  Cleanup,"FAQ | The Ocean Cleanup. The Ocean Cleanup focuses on the floating fraction of plastics. Since most of it is located between the surface and a depth of five meters, the cleanup system will be designed to clean up only the plastic which is located in this upper layer of the water column.",5,11.39907796153846,13.241382442307692,75.35954082692308,13.366431348847495,12.405007928327597,8.92487087997291,10.996298471596907,13.489266084844589,11.637061238571498,16.80906738464228,12.371996663196699
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup February 2019 Update - YouTube. This video is an update and review of The Ocean Cleanup for February, 2019. This video is an update and review of The Ocean Cleanup for February, 2019. Skip navigation Sign in. Search.",6,9.618703383783785,9.363015608108109,81.01828124324324,12.281265670030734,13.081036989520383,7.88119914130523,11.112258478613528,13.628856886756774,11.062557477103537,17.26470812588284,13.688117230786933
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup (@TheOceanCleanup) | Twitter. The latest Tweets from The Ocean Cleanup (@TheOceanCleanup). The Largest Cleanup in History. Follow the latest updates on The Ocean Cleanup project. #TheOceanCleanup. Rotterdam, The Netherlands",7,9.665800413793104,8.28977696551724,82.04442337931033,13.180762455235287,12.149123789249046,9.778751250976914,12.337417754142576,13.052133992649992,12.153588938217696,15.845722613644353,11.50249920588411
Cosa Ã¨  Ocean  Cleanup,"Boyan Slat's Ocean Cleanup to launch first array, new .... The Ocean Cleanup computer rendering, anchor close-up Erwin Zwart / The Ocean Cleanup Slat's team has only tested the new system in labs and simulations, so it's still theoretical. But the ...",8,10.239373599999999,11.638755937500001,78.121870975,12.318454069302746,13.161641385609354,9.7773187271026,11.922125364609947,13.841820832366036,11.336557347912628,15.266580118092671,12.375502155003991
Cosa Ã¨  Ocean  Cleanup,"A passive ocean cleanup begins - physicstoday.scitation.org. A passive plastic cleanup system is deployed in the Pacific Ocean in October. Credit: The Ocean Cleanup. An ambitious yet straightforward method of ridding the oceans of huge swaths of accumulated plastic began on 18 October with the deployment of a drifting U-shaped tube at the Great Pacific Garbage Patch, midway between Hawaii and California.The Ocean Cleanup aims to remove 50% of the patch ...",9,11.29235915942029,11.972716513043476,76.73492494202898,13.689741594467412,12.923261055327885,9.522782022092857,11.234068800429785,14.024236452807315,11.920226977556657,14.550492967364558,12.135190129953513
Cosa Ã¨  Ocean  Cleanup,"Boyan Slat's Ocean Cleanup Project Launches Historic First .... Boyan Slat's ambitious plan to rid the world's oceans of plastic has taken another step towards reality with its first prototype to be tested at sea. The Ocean Cleanup Foundation, founded by the 21-year-old Slat, has deployed a 100-meter clean-up boom today in the North Sea in The Netherlands.The p...",10,11.999248845762713,13.270313779661016,74.7304382542373,13.004704268025712,11.674499455672555,10.43919107685595,11.895933396272213,13.88958271744013,12.34860095138195,15.401740233362588,11.345747900988872
Dove si trova Äº isola di plastica,"L’ISOLA DI PLASTICA – Il Bullone L’ISOLA DI PLASTICA – Il Bullone. Immagine in evidenza di: www.lifegate.it. Tra il Nord America e l’Asia, si trova un’isola piuttosto particolare perché non è formata da rocce, pianure, boschi, ma solo e soltanto da rifiuti, plastica in particolare.Si tratta del “Pacific Trash Vortex” (PTV), la cui estensione è stata stimata tra i 700.000 e i 10 milioni di Km 2.Sebbene sia stata scoperta nel 1988, le misurazioni per ... Immagine in evidenza di: www.lifegate.it. Tra il Nord America e l’Asia, si trova un’isola piuttosto particolare perché non è formata da rocce, pianure, boschi, ma solo e soltanto da rifiuti, plastica in particolare.Si tratta del “Pacific Trash Vortex” (PTV), la cui estensione è stata stimata tra i 700.000 e i 10 milioni di Km 2.Sebbene sia stata scoperta nel 1988, le misurazioni per ...",1,16.825964093750002,17.083138375,66.09089732812501,12.142383464013777,12.504443145491978,10.536139442099849,12.426755233777657,12.346730170360495,12.468737268643181,13.078165112863458,14.496646162749569
Dove si trova Äº isola di plastica,"L’ISOLA DI PLASTICA – Il Bullone. Immagine in evidenza di: www.lifegate.it. Tra il Nord America e l’Asia, si trova un’isola piuttosto particolare perché non è formata da rocce, pianure, boschi, ma solo e soltanto da rifiuti, plastica in particolare.Si tratta del “Pacific Trash Vortex” (PTV), la cui estensione è stata stimata tra i 700.000 e i 10 milioni di Km 2.Sebbene sia stata scoperta nel 1988, le misurazioni per ...",2,16.825964093750002,17.083138375,66.090897328125,12.142383464013777,12.504443145491978,10.536139442099849,12.426755233777657,12.346730170360498,12.468737268643185,13.078165112863454,14.49664616274957
Dove si trova Äº isola di plastica,UN'ISOLA DI PLASTICA NELL'OCEANO PACIFICO!! DA VEDERE .... Questo è il risultato di atteggiamenti sbagliati e di cattive abitudini della nostra società. ... UN'ISOLA DI PLASTICA NELL'OCEANO PACIFICO!! DA VEDERE!! ... La seconda isola di plastica del ...,3,11.96101855882353,13.798935352941177,74.24004629411765,13.311727264185905,12.857193349856914,9.779160437595948,12.65964768535702,12.688462608332781,10.975658547755893,13.066876889352727,14.661273217562778
Dove si trova Äº isola di plastica,Nell'Oceano Pacifico galleggia un'isola di plastica grande .... Nelle acque dell’Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni ’70.,4,18.744572526315793,17.663721078947372,63.59170636842105,13.300798483557042,11.69046069986056,10.488603056590469,13.654404596261669,13.382011663854923,11.13579749333306,12.394613633567184,13.95331037297507
Dove si trova Äº isola di plastica,L'isola di plastica nel mezzo dell'oceano Pacifico. L'isola di plastica nel mezzo dell'oceano Pacifico L'isola di rifiuti continua ad aumentare e ora ha assunto le dimensioni di 3 volte la superficie della Francia. 30 marzo 2018.,5,17.287546666666668,19.133430545454548,63.57902345454546,12.937841564530169,13.061255475519165,8.895038605768391,13.382431304188186,12.2631900980698,11.917465363880156,13.54307271630429,13.99970487173981
Dove si trova Äº isola di plastica,"Anche l’Italia ha la sua isola di plastica: ecco dove si .... Anche l’Italia ha la sua isola di plastica: ecco dove si trova. Redazione 4 mesi fa. Gli oceani sono disseminati di isole di plastica, masse di rifiuti che aggregandosi in mare hanno formato dei veri e propri isolotti.",6,16.473885291666665,21.5117085,62.01440595833333,13.449014526894167,12.313570646629495,9.788266516640487,13.786585497813439,12.3818225503391,11.978126996381022,13.696772371677621,12.605840893624636
Dove si trova Äº isola di plastica,"Pacifico: l'isola di plastica è sempre più enorme. ""Una .... NON ci si può ancora piantare l’ombrellone, ma di questo passo ci arriveremo. La grande isola di plastica del Pacifico sta diventando sempre più grande. Le navi e gli aerei della fondazione ...",7,19.892326609756093,18.05594229268293,62.051731121951214,12.156843484368949,12.369393262401607,10.583662441689407,13.933579953705785,12.750179914743642,11.752030109613415,12.251570974990091,14.202739858487071
Dove si trova Äº isola di plastica,"Video Meteo: L'isola di plastica è grande 3 volte la .... L'isola di plastica è grande 3 volte la Francia Un'isola di rifiuti galleggia nel cuore delle acque del Pacifico settentrionale. I servizi andati in TV. Meteo del 24 settembre, 13:30. ... Come e dove si formano i cicloni tropicali. Giappone, eruzione vulcanica provoca valanga sulle piste da sci.",8,18.682006301886794,18.32443262264151,62.9935611245283,12.103904695299317,14.077681063320242,9.495487646131814,13.705858415671218,13.149734641863525,11.314113911523512,13.4100722905922,12.743147335598154
Dove si trova Äº isola di plastica,"L'isola di plastica - SapereScienza. L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, ... (ISMAR-CNR) di Bologna dove si occupa di geologia marina. I suoi interessi principali sono lo studio dei margini continentali e la geologia dei terremoti sottomarini. Ultimi da Alina Polonia.",9,14.521744309999999,17.700904259999998,67.77735116,11.558409967286613,14.509316979455322,10.962439917970897,13.274020594691812,12.067466492618895,11.035515089028955,11.60152628760207,14.991304671345409
Dove si trova Äº isola di plastica,"La prima mappa della spazzatura oceanica - National Geographic. Quando l'ecologo marino Andres Cozar Cabañas e il suo team di ricercatori hanno completato la prima mappa dei rifiuti negli oceani, c'era qualcosa che non quadrava. Il loro lavoro, pubblicato questo mese su Proceedings of the National Academy of Sciences, ha rilevato milioni di pezzi di plastica ...",10,12.424202354545452,15.376704554545451,72.19909334545454,11.373231776063886,14.885314091842075,10.568708592327186,13.428975025789534,11.321127930806973,11.769437834411784,11.326941584393149,15.32626316436539
QuaÄº Ã¨ la causa della riduzione del lago aral,"Il Lago d'Aral è quasi scomparso - Focus.it. Fino a qualche decennio fa in questa zona si estendeva il quarto lago del pianeta per superficie: il lago d'Aral, un lago salato di origine oceanica posto al confine tra l'Uzbekistan e il Kazakistan. Dal 1960 a oggi la sua superfcie si è ridotta del 75%, e dei 68.000 km quadrati originali oggi ne restano poco più del 10%.",1,14.102597754098358,13.105880786885244,72.79152167213114,12.371665389611215,12.919151384944286,9.430208687751197,13.682378500952568,12.216072496372444,12.118628845168455,13.815943966879269,13.445950728320547
QuaÄº Ã¨ la causa della riduzione del lago aral,"Lago D'Aral, uno dei più grandi disastri ecologici della .... Fino a 50 anni fa, il lago d’Aral era tra i laghi più grandi del mondo, con una superficie di 68.000 Km quadrati totali. Questa superficie si è ridotta del 75% dal 1960 ad oggi. Ogni anno, il satellite Terra della Nasa documenta il ritiro delle acque di questo lago. La maggior parte del lago quindi è prosciugato.",2,18.026558022222225,13.805025380952381,68.16841653968254,12.034909481936346,13.204423151748527,9.454654958816588,13.109307700712339,12.375184310977444,12.596607124169706,13.541525417064237,13.683387854574791
QuaÄº Ã¨ la causa della riduzione del lago aral,"Il Lago d'Aral è quasi scomparso - Focus.it Il Lago d'Aral è quasi scomparso - Focus.it. Il più evidente è proprio quello del Lago d’Aral, che era il secondo specchio d’acqua dell’Asia Centrale (dopo il Caspio). Oggi sulle rive del lago ci sono barche e battelli arenati a chilometri dal bagnasciuga: anni fa erano usati per la pesca, oggi sono spettrali cimeli di un disastro ambientale. Il più evidente è proprio quello del Lago d’Aral, che era il secondo specchio d’acqua dell’Asia Centrale (dopo il Caspio). Oggi sulle rive del lago ci sono barche e battelli arenati a chilometri dal bagnasciuga: anni fa erano usati per la pesca, oggi sono spettrali cimeli di un disastro ambientale.",3,18.08312492857143,18.37176617857143,63.54510874999999,11.81291460952713,12.598091597813191,10.458038173506756,14.21531187512802,12.172745394478431,13.251911124248927,13.120692129001785,12.370295096295743
QuaÄº Ã¨ la causa della riduzione del lago aral,"SCHEDA IL LAGO D’ARAL UN GRANDE LAGO STA SCOMPARENDO. di Aral» di Viviano Domenici, Corriere della Se-ra, 30 e 31 luglio 1999). La superficie e il vo-lume del Lago d’Aral hanno subìto forti riduzioni, a causa del diminuito apporto da par-te dei suoi immissari, le ac-que dei quali sono state uti-lizzate per irrigare l’area de-sertica del Kyzyl Kum. I primi tre stralci di carte mostrano alcune",4,10.64111436231884,10.853535420289855,78.50535034782608,12.518723507588058,13.12057910189768,10.037824789169408,13.649191510784023,12.318592794089902,12.108671301121458,12.787651535245034,13.458765460104416
QuaÄº Ã¨ la causa della riduzione del lago aral,"Lago d'Aral - Approfondimenti - Geografia Online. La città uzbeka di Muynak, un tempo attivo centro costiero per la lavorazione del pesce, attualmente si trova a circa 50 km dalle rive del lago; la foto qui a fianco testimonia quella che un tempo era la riva del lago d'Aral a Muynak. Il clima della zona si è modificato a causa della sparizione delle acque che mitigavano l’aria torrida e si ...",5,12.827018104477613,13.810542059701495,73.36243946268657,12.091608049235292,13.390076058451855,9.490500263865485,13.374101793012958,12.221136488618995,12.066539701396147,13.682568692978405,13.683468952440837
QuaÄº Ã¨ la causa della riduzione del lago aral,"Lago Aral, lago d'aral, mar d'aral, il lago di Aral. aral .... La costruzione della diga è stata completata nel 2005. Essa è una parte di un progetto più grande che punta alla riqualificazione della parte kazaka del lago. I risultati del lavoro sono stati notevoli. Dal 2003 al 2008 la superficie del Piccolo Aral è passata da 2.550 km² a 3.300 km².",6,16.095694738181816,12.922140207272726,70.98216490909091,12.11438616745358,13.273880573904126,9.725711200282072,12.912614979282235,12.351754855635297,11.89830915887566,13.09268046307442,14.630662601492586
