query,query_len_type,query_sentiment,query_search_type,query_form,LLM,emo_feature_name,emo_feature_percent
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_male,Gemma,sadness,12.29
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_male,Gemma,trust,13.8
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_male,Gemma,anticipation,12.74
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,positive,39.36
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,negative,22.64
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,neutral,38.0
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,joy,12.23
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,anger,12.4
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,surprise,12.32
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,disgust,11.7
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,fear,12.29
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,sadness,12.33
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,trust,13.96
quanto ̬ alta la tomba del padre di micerino,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.76
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,positive,33.45
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,negative,27.58
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,neutral,38.97
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,joy,12.2
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,anger,12.72
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,surprise,12.6
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,disgust,11.73
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,fear,12.23
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,sadness,12.38
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,trust,13.49
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_male,Gemma,anticipation,12.66
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,positive,33.45
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,negative,27.58
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,neutral,38.97
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,joy,12.2
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,anger,12.72
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,surprise,12.6
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,disgust,11.73
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,fear,12.23
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,sadness,12.38
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,trust,13.49
quanto ̬ alta la tomba del padre micerino,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.66
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,positive,32.8
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,negative,32.37
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,neutral,34.83
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,joy,12.03
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,anger,12.25
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,surprise,12.55
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,disgust,11.95
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,fear,12.27
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,sadness,12.44
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,trust,13.64
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_male,Gemma,anticipation,12.86
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,positive,31.94
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,negative,30.69
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,neutral,37.38
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,joy,12.03
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,anger,12.39
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,surprise,12.52
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,disgust,11.99
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,fear,12.3
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,sadness,12.34
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,trust,13.78
quanto ̬ alta la tomba di Chefren,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.65
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,positive,35.18
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,negative,24.05
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,neutral,40.77
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,joy,12.07
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,anger,12.48
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,surprise,12.65
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,disgust,11.56
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,fear,12.25
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,sadness,11.94
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,trust,13.84
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,anticipation,13.19
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,positive,39.85
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,negative,22.44
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,neutral,37.71
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,joy,12.15
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,anger,12.31
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,surprise,12.27
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,disgust,11.82
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,fear,12.29
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,sadness,12.31
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,trust,14.09
quanto ̬ alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.75
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,positive,36.29
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,negative,28.0
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,neutral,35.71
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,joy,12.17
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,anger,12.56
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,surprise,12.84
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,disgust,11.69
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,fear,12.28
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,sadness,12.27
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,trust,13.41
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_male,Gemma,anticipation,12.78
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,positive,36.29
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,negative,28.0
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,neutral,35.71
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,joy,12.17
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,anger,12.56
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,surprise,12.84
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,disgust,11.69
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,fear,12.28
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,sadness,12.27
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,trust,13.41
quanto ̩l alta la tomba di micerino,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.78
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,positive,28.88
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,negative,23.94
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,neutral,47.18
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,joy,12.45
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,anger,12.67
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,surprise,12.6
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,disgust,11.87
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,fear,12.35
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,sadness,12.13
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,trust,13.23
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_male,Gemma,anticipation,12.71
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,positive,28.88
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,negative,23.94
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,neutral,47.18
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,joy,12.34
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,anger,12.49
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,surprise,12.69
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,disgust,11.82
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,fear,12.22
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,sadness,11.96
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,trust,13.49
regioni ital̩8iane con piu` squadre di pallavolo,long,neutral,multisteps,RQ_female,Gemma,anticipation,12.98
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,positive,31.13
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,negative,28.6
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,neutral,40.26
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,joy,12.26
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,anger,12.98
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,surprise,12.63
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,disgust,11.66
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,fear,12.49
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,sadness,12.29
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,trust,13.24
tre animali a rischio di estinzione,short,neutral,fact,RQ_male,Gemma,anticipation,12.46
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,positive,41.29
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,negative,20.05
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,neutral,38.67
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,joy,12.22
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,anger,12.36
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,surprise,12.33
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,disgust,11.85
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,fear,12.34
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,sadness,12.45
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,trust,13.84
tre animali a rischio di estinzione,short,neutral,fact,RQ_female,Gemma,anticipation,12.61
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,positive,31.13
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,negative,28.6
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,neutral,40.26
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,joy,12.26
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,anger,12.98
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,surprise,12.63
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,disgust,11.66
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,fear,12.49
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,sadness,12.29
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,trust,13.24
tre animali a rischio estinzione,short,neutral,fact,RQ_male,Gemma,anticipation,12.46
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,positive,41.29
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,negative,20.05
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,neutral,38.67
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,joy,12.22
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,anger,12.36
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,surprise,12.33
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,disgust,11.85
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,fear,12.34
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,sadness,12.45
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,trust,13.84
tre animali a rischio estinzione,short,neutral,fact,RQ_female,Gemma,anticipation,12.61
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,positive,31.45
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,negative,25.18
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,neutral,43.38
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,joy,12.28
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,anger,12.71
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,surprise,12.39
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,disgust,12.01
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,fear,12.55
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,sadness,12.24
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,trust,13.24
tre animali in via di estinzione,short,neutral,fact,RQ_male,Gemma,anticipation,12.59
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,positive,28.27
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,negative,26.01
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,neutral,45.71
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,joy,12.28
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,anger,12.61
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,surprise,12.35
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,disgust,12.33
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,fear,12.59
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,sadness,12.43
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,trust,12.82
tre animali in via di estinzione,short,neutral,fact,RQ_female,Gemma,anticipation,12.57
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,positive,30.49
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,negative,27.0
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,neutral,42.51
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,joy,12.17
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,anger,12.34
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,surprise,12.38
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,disgust,12.04
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,fear,12.77
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,sadness,12.49
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,trust,13.24
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_male,Gemma,anticipation,12.57
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,positive,33.8
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,negative,23.05
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,neutral,43.15
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,joy,12.25
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,anger,12.39
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,surprise,12.31
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,disgust,12.02
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,fear,12.71
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,sadness,12.34
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,trust,13.22
trova 3 animali a rischio di estinzione,long,neutral,fact,RQ_female,Gemma,anticipation,12.76
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,positive,31.13
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,negative,28.6
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,neutral,40.26
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,joy,12.26
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,anger,12.98
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,surprise,12.63
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,disgust,11.66
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,fear,12.49
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,sadness,12.29
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,trust,13.24
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_male,Gemma,anticipation,12.46
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,positive,29.93
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,negative,22.53
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,neutral,47.54
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,joy,11.76
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,anger,12.77
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,surprise,12.94
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,disgust,11.35
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,fear,12.25
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,sadness,11.94
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,trust,14.0
un bambino sano quanto pasti fa al giorno,long,neutral,fact,RQ_female,Gemma,anticipation,12.99
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,positive,28.88
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,negative,31.22
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,neutral,39.91
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,joy,12.26
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,anger,12.98
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,surprise,12.63
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,disgust,11.66
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,fear,12.49
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,sadness,12.29
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,trust,13.24
un fantasma delle montagne foto,short,neutral,fact,RQ_male,Gemma,anticipation,12.46
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,positive,28.88
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,negative,31.22
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,neutral,39.91
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,joy,11.76
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,anger,12.77
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,surprise,12.94
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,disgust,11.35
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,fear,12.25
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,sadness,11.94
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,trust,14.0
un fantasma delle montagne foto,short,neutral,fact,RQ_female,Gemma,anticipation,12.99
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,positive,34.59
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,negative,21.09
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,neutral,44.32
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,joy,12.2
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,anger,12.41
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,surprise,12.38
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,disgust,11.9
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,fear,12.62
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,sadness,12.43
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,trust,13.35
vulcano attivo piu atlantico,short,neutral,fact,RQ_male,Gemma,anticipation,12.7
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,positive,31.86
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,negative,24.59
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,neutral,43.55
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,joy,12.2
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,anger,12.37
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,surprise,12.57
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,disgust,12.07
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,fear,12.68
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,sadness,12.37
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,trust,12.88
vulcano attivo piu atlantico,short,neutral,fact,RQ_female,Gemma,anticipation,12.87
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,positive,27.28
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,negative,24.57
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,neutral,48.16
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,joy,12.28
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,anger,12.71
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,surprise,12.39
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,disgust,12.01
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,fear,12.55
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,sadness,12.24
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,trust,13.24
wwf in via di estinzione,short,neutral,fact,RQ_male,Gemma,anticipation,12.59
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,positive,31.13
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,negative,28.6
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,neutral,40.26
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,joy,11.76
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,anger,12.77
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,surprise,12.94
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,disgust,11.35
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,fear,12.25
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,sadness,11.94
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,trust,14.0
wwf in via di estinzione,short,neutral,fact,RQ_female,Gemma,anticipation,12.99
zigurat,short,positive,unknown,RQ_male,Gemma,positive,34.45
zigurat,short,positive,unknown,RQ_male,Gemma,negative,27.21
zigurat,short,positive,unknown,RQ_male,Gemma,neutral,38.34
zigurat,short,positive,unknown,RQ_male,Gemma,joy,12.27
zigurat,short,positive,unknown,RQ_male,Gemma,anger,12.49
zigurat,short,positive,unknown,RQ_male,Gemma,surprise,12.37
zigurat,short,positive,unknown,RQ_male,Gemma,disgust,11.77
zigurat,short,positive,unknown,RQ_male,Gemma,fear,12.46
