QID,Query,Prompt Type,IAS,Resp,date_generated
qGEN197,come si sviluppa un tornado,General,Gemma,Un tornado si sviluppa quando l'aria calda e umida si scontra con l'aria,2025-02-12
qGEN198,il mostro nero e un tornado,General,Gemma,"Il Mostro Nero è un tornado. 🌪️ 🖤 
",2025-02-12
qGEN199, i vantaggi della dieta mediterranea,General,Gemma,"La dieta mediterranea offre numerosi vantaggi per la salute, grazie alla sua ricca varietà di alimenti e",2025-02-12
qGEN200,in quanti pasti si deve suddividere la quantitÃ  di cibo di una ragazza sana,General,Gemma,Non posso dare consigli medici. La quantità di cibo da consumare in base alla dieta varia da persona,2025-02-12
qGEN201,quali cibi forniscono carboidrati,General,Gemma,"Ecco alcuni cibi che forniscono carboidrati:

* **Cereali:** pane, pasta",2025-02-12
qGEN202,qual e il vulcano attivo piÃ¹ antico,General,Gemma,"Il vulcano attivo più antico del mondo è il **Mauna Kea** in Hawaii. 

",2025-02-12
qGEN203,quali sono i tipi di eruzione,General,Gemma,"Ecco i tipi di eruzione:

**1. Eruzioni di tipo vulcanic:**

",2025-02-12
qGEN204,le regole del motocross,General,Gemma,"Ecco le regole del motocross:

**Principi generali:**

* **Sicurezza:** La sicurezza",2025-02-12
qGEN205,come si sviluppa un tornado e i suoi effetti,General,Gemma,Un tornado si forma quando l'aria calda e umida si scontra con l'aria fred,2025-02-12
qGEN206,quali sono gli altri nomi del tornado,General,Gemma,"Ecco alcuni altri nomi per il tornado:

* **Fendente:**  Un termine popolare in Italia",2025-02-12
qGEN207, il leopardo delle nevi e invertebrato o vertebrato,General,Gemma,"Vertebrato. 
",2025-02-12
qGEN208,come possiamo aiutare gli animali in estinzione,General,Gemma,Possiamo aiutare gli animali in estinzione con azioni concrete e a lungo termine. Ecco alcuni esempi,2025-02-12
qGEN209,quanti sono i fantasmi delle montagne,General,Gemma,Non c'è un numero preciso di fantasmi delle montagne. Sono creature di fantasia e leggenda,2025-02-12
qGEN210,tre animal a rischio estinzione,General,Gemma,"Ecco tre animali a rischio estinzione:

* **Elefante africano**
* **Tig",2025-02-12
qGEN211,il mostro nero tornado che cos Ã¨,General,Gemma,"Il ""Mostro Nero Tornado"" è un'immagine immaginaria che evoca un'idea di",2025-02-12
qEM1, le conseguenze negative della distruzione della foresta amazzonica,Emotionally Charged,Gemma,La distruzione della foresta amazzonica ha conseguenze negative devastanti per l'intero pianeta,2025-02-12
qEM2,Dove si trova l isola di plastica,Emotionally Charged,Gemma,"L'isola di plastica si trova nell'oceano, in un luogo chiamato ""l'oce",2025-02-12
qEM3,Dove si trova l isola di plastica ,Emotionally Charged,Gemma,"L'isola di plastica si trova nell'oceano, in un luogo chiamato ""l'oce",2025-02-12
qEM4,I ghiacciai in via di estinzione,Emotionally Charged,Gemma,"I ghiacciai in via di estinzione. 

La loro scomparsa è un problema",2025-02-12
qEM5,Il ghiacciaio piÅ« in via di estinzione,Emotionally Charged,Gemma,Il ghiacciaio più in via di estinzione è il ghiacciaio di [nome del,2025-02-12
qEM6,Le regole per tenere le spiagge pulite,Emotionally Charged,Gemma,"Ecco alcune regole per tenere le spiagge pulite:

**1. Non lasciare rifiuti:**",2025-02-12
qEM7,Le regole per tenere le spiagge pulite ,Emotionally Charged,Gemma,"Ecco alcune regole per tenere le spiagge pulite:

**1. Non lasciare rifiuti:**",2025-02-12
qEM8,Le spiagge piÅ« piÃ¹ pulite,Emotionally Charged,Gemma,"Le spiagge più pulite in Italia sono:

* **Spiaggia di Cala Goloritz",2025-02-12
qEM9,Quale nome si usa per definire una personache ha a cuore l,Emotionally Charged,Gemma,"""A cuore"" in italiano è un modo colloquiale per dire ""a cuore"" o """,2025-02-12
qEM10,perchÃ© gli orsi polari si stanno estinguendo,Emotionally Charged,Gemma,"Gli orsi polari stanno svanendo a causa di una serie di fattori, tra cui:",2025-02-12
qEM11,perchÃ© gli orsi polari si stanno estinguendo ,Emotionally Charged,Gemma,"Gli orsi polari stanno svanendo a causa di una serie di fattori, tra cui:",2025-02-12
qEM12,perchÃ© gli orsi polari si stanno estinguendo sito babbanas,Emotionally Charged,Gemma,"Ecco un articolo su Babbanas che parla dell'estinzione degli orsi polari:

",2025-02-12
qEM13,BiodiversitÃ¡,Emotionally Charged,Gemma,La biodiversitÃ¡ è la diversitÃ  della vita su questa Terra.  È un,2025-02-12
qEM14,CosÃ© il buco nel azono,Emotionally Charged,Gemma,Il buco nel azono è un fenomeno naturale che si verifica quando la superficie del terreno è sogget,2025-02-12
qEM15,Dove si trova lisola di plastica,Emotionally Charged,Gemma,"La lisola di plastica si trova in diverse aree, come:

* **In commercio:** Puoi",2025-02-12
qEM16,Perche gli orsi polari diminuen,Emotionally Charged,Gemma,"Gli orsi polari stanno diminuendo per diversi motivi, tra cui:

* **Cambi",2025-02-12
qEM17,Quanto psa lisola di plastica,Emotionally Charged,Gemma,La quantità di plastica lisola varia a seconda del tipo di plastica e della sua densità. ,2025-02-12
qEM18,Temperature estivepiu elevate del 2019,Emotionally Charged,Gemma,"La temperatura globale è aumentata di più rispetto a 2019. 
",2025-02-12
qEM19,Cose il buco nello zono?,Emotionally Charged,Gemma,"Il buco nello zono?  

**Bisogna usare il metodo giusto per ripararlo.**",2025-02-12
qEM20,Isola di plastica posto,Emotionally Charged,Gemma,"L'isola di plastica si trova nel **Mar Mediterraneo**. 
",2025-02-12
qEM21,Isola diplastica cosÃ¨,Emotionally Charged,Gemma,L'isola diplastica è un modello di laboratorio che simula la struttura di un materiale viscoso,2025-02-12
qEM22,Lisola di plastica cosa Ã¨,Emotionally Charged,Gemma,"Lisola di plastica è un materiale plastico, spesso utilizzato per la produzione di oggetti di uso quotidiano",2025-02-12
qEM23,Nomi spiagge bandiera pulizia,Emotionally Charged,Gemma,"Ecco alcuni nomi di spiagge con la loro pulizia:

* **Spiaggia di Lido di Jes",2025-02-12
qEM24,PerchÃ¨ gli orsi polari diminuiscono?,Emotionally Charged,Gemma,"Gli orsi polari stanno diminuendo a causa di una serie di fattori, tra cui la perdita",2025-02-12
qEM25,Peso bottiglia di plastica   ,Emotionally Charged,Gemma,Il peso di una bottiglia di plastica varia a seconda del tipo di plastica e del suo volume.,2025-02-12
qEM26,Quale ghiacciaio si sta sciogliendosi in modo preoccupante,Emotionally Charged,Gemma,Il ghiacciaio più preoccupante in questo momento è il **Ghiacciaio di Pine Island**,2025-02-12
qEM27,Spiagge con la bandiera della pulizia,Emotionally Charged,Gemma,"Ecco alcune spiagge con la bandiera della pulizia:

* **Spiaggia di Lido di Jes",2025-02-12
qEM28, 3 Spiagge con bandiera blu,Emotionally Charged,Gemma,"Ecco tre spiagge con bandiera blu:

1. **Spiaggia di Positano, Amal",2025-02-12
qEM29,Spiagge con bandiera blu,Emotionally Charged,Gemma,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano,",2025-02-12
qEM30,Temperature estive superano quelle misurate nel 2019,Emotionally Charged,Gemma,"La temperatura è stata superiore a quella del 2019. 
",2025-02-12
qEM31,spiagge bandiera blu 2019,Emotionally Charged,Gemma,"Ecco le spiagge con la bandiera blu nel 2019 in Italia:

*",2025-02-12
qEM32,spiagge bandiera blu 2019 molise,Emotionally Charged,Gemma,"Ecco le spiagge con la bandiera blu nel 2019 in Molise:

",2025-02-12
qEM33,Regole per tenere pulite le spiagge,Emotionally Charged,Gemma,"Ecco alcune regole per tenere pulite le spiagge:

**1.  Riponi correttamente",2025-02-12
qEM34, Spiagge con bandiera b,Emotionally Charged,Gemma,"Spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano, Calabria:**",2025-02-12
qEM35, Spiagge con bandiera blu,Emotionally Charged,Gemma,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano,",2025-02-12
qEM36, Spiagge con bandiera della loro pulizia,Emotionally Charged,Gemma,"Ecco alcune spiagge con bandiera della loro pulizia:

* **Spiaggia di Chia, Sardegna",2025-02-12
qEM37, Spiagge con bandiera di certificazione della loro pulizia,Emotionally Charged,Gemma,"Ecco alcune spiagge con bandiera di certificazione della loro pulizia:

* **Spiaggia di",2025-02-12
qEM38,Causa della riduzione del lago aral,Emotionally Charged,Gemma,"La riduzione del Lago Aral è causata da una combinazione di fattori, tra cui:

",2025-02-12
qEM39,Isola di plastica,Emotionally Charged,Gemma,"L'isola di plastica è un problema ambientale grave. 
",2025-02-12
qEM40,Spiagge con certificazione di pulizia ,Emotionally Charged,Gemma,"Ecco alcune spiagge con certificazione di pulizia in Italia:

* **Spiaggia di Lido di",2025-02-12
qEM41,Anno con temperature piÃ¹ alte,Emotionally Charged,Gemma,L'anno 2023 è stato un anno con temperature molto elevate in molte parti del,2025-02-12
qEM42,Anno con temperature piÃ¹ alte ,Emotionally Charged,Gemma,L'anno 2023 è stato un anno con temperature molto elevate in molte parti del,2025-02-12
qEM43,PerchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero,Emotionally Charged,Gemma,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. La loro popolazione è in",2025-02-12
qEM44,Quale nome si usa per definire una persona che ha a cuore ambiente,Emotionally Charged,Gemma,"Una persona che ha a cuore l'ambiente può essere definita come **""verde""** o",2025-02-12
qEM45,Conseguenze negative della distruzione della foresta amazzonica,Emotionally Charged,Gemma,La distruzione della foresta amazzonica ha conseguenze negative devastanti per l'intero pianeta,2025-02-12
qEM46,Cosa Ã¨ Ä¾isola di plastica,Emotionally Charged,Gemma,L'isola di plastica è un'area di accumulo di plastica nell'oceano. È,2025-02-12
qEM47,Di cosa si occupa il WWF ?,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-02-12
qEM48,Dove si trova Ä¾isola di plastica Cosa Ã¨,Emotionally Charged,Gemma,"L'isola di plastica si trova nel **Mar Mediterraneo**, più precisamente **in prossimità",2025-02-12
qEM49, persona che rispetta la natura,Emotionally Charged,Gemma,"La persona che rispetta la natura è una figura che si considera parte integrante del mondo naturale, non",2025-02-12
qEM50,Qual Ã¨ la causa della riduzione del lago Aral,Emotionally Charged,Gemma,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-02-12
qEM51,Quale nome si usa per definire una persona che ha a cuore l,Emotionally Charged,Gemma,"""A cuore"" in italiano è un'espressione che si usa per indicare un'",2025-02-12
qEM52,Cosa Ã¨  Ocean  Cleanup,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-02-12
qEM53,Dove si trova Äº isola di plastica,Emotionally Charged,Gemma,"L'isola di plastica si trova nel **Mar Mediterraneo**. 
",2025-02-12
qEM54,QuaÄº Ã¨ la causa della riduzione del lago aral,Emotionally Charged,Gemma,La causa principale della riduzione del lago Aral è l'irrigazione eccessiva delle col,2025-02-12
qEM55,cos e la biodiversitÃ ,Emotionally Charged,Gemma,La biodiversitÃ è la varietà di vita su questa Terra.  È la diversità di specie,2025-02-12
qEM56,Cosa Ã¨ ocean cleanup? Ita,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-02-12
qEM57,Cosa Ã¨ ocean cleanup? Italino,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-02-12
qEM58,Dove si trova Ä¾isola di plastica?,Emotionally Charged,Gemma,"L'isola di plastica si trova nell'oceano, in un luogo che non è definito",2025-02-12
qEM59,Quali sono le regole per tenere le spiagge pulite ?,Emotionally Charged,Gemma,"Ecco alcune regole per tenere le spiagge pulite:

**1.  Riponi i rifi",2025-02-12
qEM60,di cosa si occupa il wwf,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-02-12
qEM61,Di cosa si occupa il WWF?,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-02-12
qEM62,Cosa Ã¨ Ocean Cleanup ?,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-02-12
qEM63,Quali sono le regole per tenere le spiagge pulite?,Emotionally Charged,Gemma,"Ecco alcune regole per tenere le spiagge pulite:

**1.  Riponi i rifi",2025-02-12
qEM64,Di cosa si occupa la WWF,Emotionally Charged,Gemma,La WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-02-12
qEM65,Cosa Ã¨ ocean cleanup?,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-02-12
qEM66,Qual Ã© la causa della riduzione del lago Aral,Emotionally Charged,Gemma,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-02-12
qEM67,A cosa serve frigorifero solidale,Emotionally Charged,Gemma,Un frigorifero solidale è un frigorifero che utilizza un sistema di refrigerazione a base di soli,2025-02-12
qEM68,Cosa Ã¨  Oceano cleanup,Emotionally Charged,Gemma,L'oceano cleanup è un'azione di pulizia e rimozione di rifiuti marini,2025-02-12
qEM69,perchÃ¨ gli orsi polari stanno diminuendo drasticamente di numero ?,Emotionally Charged,Gemma,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. 
",2025-02-12
qEM70,Quale ghiacciaio vicino a noi sta sciogliendosi in modo preoccupante?,Emotionally Charged,Gemma,Il ghiacciaio più vicino a noi che sta sciogliendosi in modo preoccupante è il ghi,2025-02-12
qEM71,CosÃ¨ ocean Cleanup?,Emotionally Charged,Gemma,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti marini,2025-02-12
qEM72,Qual Ã¨ la causa della riduzione del lago Aral?,Emotionally Charged,Gemma,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-02-12
qEM73,Di cosa si occupa il wwf?,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-02-12
qEM74,Dove si trova Ä¾ isola di plastica?cosa Ã¨?,Emotionally Charged,Gemma,"L'isola di plastica si trova nell'oceano, in un luogo chiamato ""Il Mar dei",2025-02-12
qEM75,Di che cosa si occupa il wwf,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-02-12
qEM76,Di cosa si occupa il wwf,Emotionally Charged,Gemma,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-02-12
qEM77,PerchÃ© gli orsi polari stanno diminuendo drasticamente di numero?,Emotionally Charged,Gemma,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. 
",2025-02-12
qEM78,Quale ghiacciaio si sta scioglendo in modo preoccupante ,Emotionally Charged,Gemma,Il ghiacciaio più preoccupante in termini di scioglimento è il **Ghiacciaio di,2025-02-12
qEM79,Cosa e la isola di plastica,Emotionally Charged,Gemma,"L'isola di plastica è un grande accumulo di plastica che si forma in mare, in particolare",2025-02-12
qEM80,ocean cleanup,Emotionally Charged,Gemma,"L'oceano è un ambiente vasto e complesso, e la pulizia dell'oceano è un",2025-02-12
qEM81,Dove si trova Ä¾isola di plastica,Emotionally Charged,Gemma,"L'isola di plastica si trova nell'oceano, in un luogo che non è definito",2025-02-12
qEM82, CosÃ¨ Ä¾isola di plastica,Emotionally Charged,Gemma,L'isola di plastica è un fenomeno ambientale grave che si verifica quando rifiuti di plastica si accum,2025-02-12
