QID,Query,Prompt Type,IAS,Resp,Rank,date_generated
qGEN66,quali sono i punti cardinali,General,Bing,"L'orientamento geografico: riassunto | Studenti.it. Riassunto e spiegazione dei punti cardinali e della bussola. I punti cardinali sono quattro: Est (oriente o levante), L’ Ovest (occidente o ponente), Nord (settentrione...",8,2025_02_12
qGEN66,quali sono i punti cardinali,General,Bing,Punti cardinali - Chimica-online. I punti cardinali definiscono l'orientamento per un osservatore situato in un certo luogo sulla superficie terrestre. I punti cardinali sono quattro e sono i seguenti: il nord o settentrione;,9,2025_02_12
qGEN66,quali sono i punti cardinali,General,Bing,"I Punti Cardinali - Portale Bambini. Scopri cosa sono i punti cardinali, come si identificano e come si usano per orientarsi nello spazio. Trova anche le quattro direzioni intermedie e le schede geografia per bambini.",10,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"sulle funzioni della moto: scopri cosa fa e come funziona!. come funzionano le moto: tutto ciò che devi sapere. Le moto sono macchine complesse con numerose parti e funzioni. Ecco una come funzionano le moto: 1. Motore. Il motore è il cuore della moto. È responsabile di generare la potenza necessaria per far muovere la moto. I motori delle moto possono variare in base al tipo di moto, ma la maggior ...",1,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"La composizione di una moto: scopri i componenti essenziali. In questo articolo, esploreremo i componenti essenziali di una moto e la loro funzione principale. I componenti principali di una moto includono il motore, il telaio, il sistema di trasmissione, il sistema di sospensioni, il sistema di frenata e il sistema di scarico. Vediamo ognuno di essi nel dettaglio: Il motore è il cuore pulsante di una moto.",2,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Cosa sapere sulle moto: appassionati e motociclisti - MotoClube Trusco. Per comprendere appieno il funzionamento di una moto, è essenziale conoscere le varie parti che la compongono. Ecco un elenco delle principali parti di una moto e i loro nomi in italiano: Telaio: la struttura portante della moto. Motore: l’elemento che fornisce la potenza alla moto.",3,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Come funziona una moto: guida per appassionati alle prime armi. Infatti, in questo articolo prenderemo in esame i punti principali per farti capire come funziona una moto. Come funziona una moto? Spiegazione generica. Quando il motore della moto è in funzione, l'albero motore all'interno del motore fa girare una piccola ruota dentata, chiamata pignone.",4,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Il motore e tutti gli altri componenti di una moto. Le moto hanno differenti componenti che lavorano insieme per permetterne il funzionamento: tra questi ci sono il sistema di raffreddamento, il telaio, il blocco motore,...",5,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Moto. Le componenti essenziali: dalla frizione alla trasmissione, una .... In linea di massima sono tre le caratteristiche più importanti che permettono di classificare e distinguere i motori nelle moto: la capacità della camera di combustione, il numero di cilindri e la quantità di colpi dei cicli di alimentazione.",6,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,Gli attrezzi essenziali per motociclisti: cosa non dimenticare e perché .... Anche se si tratta di un breve giro in moto è bene non sottovalutare l’importanza di avere sempre con sé il minimo indispensabile per cavarsela e “raddrizzare” una giornata storta,7,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Perché ruote e gomme condizionano il comportamento della moto?. Le “misure” di gomme e ruote influenzano agilità, stabilità, consumo e accelerazione. Vediamo perché sono così importanti. A giudicare dalle condizioni pietose delle gomme di tante moto in giro, pochi si rendono conto che sono le uniche parti della moto a contatto con l’asfalto.",8,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,Com'è fatta una moto? Ecco le sue componenti meccaniche - Blog Moto: i .... Adesso che sai come è fatta una moto puoi comprendere meglio quali sono le caratteristiche del tuo veicolo. Vorresti personalizzare la tua due ruote con accessori o sei alla ricerca di pezzi di ricambio.,9,2025_02_12
qGEN67,quali sono le cose piÃ¹ importanti della moto,General,Bing,"Dieci cose che ho imparato da quando ho comprato una e-bike ... - Moto.it. Nel video spiego le dieci cose più importanti da considerare, basandomi sui miei anni di esperienza con le e-bike. Non è una lista esaustiva, ma un'indicazione chiara su cosa guardare per...",10,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Paleolitico - Wikipedia. Il Paleolitico (dal greco: παλαιός palaios, antico, e λίθος lithos, pietra, ossia ""età della pietra antica"" o ""età antica della pietra"" [1]), nella periodizzazione della storia umana, è il periodo della Preistoria in cui si sviluppò la tecnologia [2] umana con l'avvento dei primi strumenti in pietra [2] [3] [4] da parte di ...",1,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,Paleolitico e neolitico - Skuola.net. Quando inizia e quando finisce il Paleolitico? Il Paleolitico inizia circa 2 milioni di anni fa e termina 10.000 anni fa. cosa significa paleolitico e neolitico? Paleolitico significa età della...,2,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Periodi dell'età della pietra: Paleolitico, Mesolitico e Neolitico. L'Età della Pietra è suddivisa in tre periodi principali: Paleolitico, Mesolitico e Neolitico. Ciascuno di questi periodi ha caratteristiche distintive, ma condividono anche alcuni tratti comuni: Inizio della sedentarietà umana, con il passaggio da uno stile di vita nomade.",3,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Il paleolitico: storia, periodi e caratteristiche | Studenti.it. Il paleolitico è il periodo della storia dell’umanità caratterizzato dall’utilizzo della pietra per la realizzazione dei primi utensili e armi. Il paleolitico e i successivi periodi, mesolitico...",4,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Quando inizia il Paleolitico: Significato, Neolitico, periodo, età .... Il Paleolitico iniziò circa 2.5 milioni di anni fa e terminò 12mila anni fa, dunque coprì una fetta di storia davvero incredibile. Si abbandonò con il passaggio al Mesolitico e l’introduzione dell’agricoltura che cambiò di fatto tutto nella storia del mondo.",5,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Preistoria: significato, caratteristiche, quando inizia e quando .... In base alle tecniche di lavorazione della pietra, possiamo parlare di tre fasi della preistoria: l’ età paleolitica (2 milioni di anni fa – 10.000 a.C.), la fase mesolitica (10.000 anni fa –...",6,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Neolitico - Wikipedia. Il Neolitico, nella periodizzazione della storia umana, è un periodo della Preistoria, l'ultimo dei tre che costituiscono l'età della pietra, che va dall'8000 a.C. al 3500 a.C. circa.",7,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Quando è iniziato il Paleolitico? - finestrainformativa.com. Cosa viene prima il Paleolitico o il Neolitico? Con la comparsa dell'uomo sulla Terra (avvenuta tra 2 e 1,5 milioni di anni fa circa) inizia la PREISTORIA. Gli studiosi dividono la preistoria in due periodi: il Paleolitico (da 2 milioni a 12 000 anni fa) e il Neolitico (fino al 5000 a.C.).",8,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"Quando inizia il periodo Paleolitico e Neolitico? - Area Sosta. Quando inizia il periodo Neolitico? Il Neolitico inizia intorno al 10.000 a.C., con la fine dell'ultima glaciazione1, e finisce intorno al 3.500 a.C. con l'invenzione della scrittura. Neolitico significa età della pietra nuova.",9,2025_02_12
qGEN68,quando inizia il periodo paleolitico e neolitico,General,Bing,"IL NEOLITICO - storiafacile.net. Il Neolitico iniziò circa 8.000 anni fa quando sulla Terra viveva già l' Homo sapiens sapiens. Quando terminò il Neolitico? Cosa determinò il passaggio dal Paleolitico al Neolitico? l' allevamento degli animali. Per effetto di questi due profondi mutamenti l'uomo non fu più nomade, ma divenne sedentario.",10,2025_02_12
qGEN69,zigurat,General,Bing,"Ziqqurat - Wikipedia. Sopra, la pianta topografica dell'E-anna, il santuario di Uruk (accadico; sumerico: Unug), con indicata la zona dove verrà eretta la ziqqurat, ad un solo piano, sulla cui sommità verrà collocata, in epoca cassita, anche il tempio di Inanna (Ištar). È stato rilevato come, nel periodo di Gemdet Nasr, fosse già presente nella stessa area un tempio in mattoni crudi posto su una terrazza.",1,2025_02_12
qGEN69,zigurat,General,Bing,"Ziggurat: l’antico tempio mesopotamico - Ricerche per la scuola. Che cos’è una ziggurat? Una ziggurat è un antico tipo di tempio che veniva costruito nelle antiche civiltà della Mesopotamia, come i Sumeri, i Babilonesi e gli Assiri.La parola “ziggurat” deriva dal termine sumero “ziqqurratu”, che significa “alto”, “elevato”.",2,2025_02_12
qGEN69,zigurat,General,Bing,"La Ziggurat - Portale Bambini. Le ziggurat erano strutture religiose piramidali costruite dalla Mesopotamia, come il Monte Olimpo del mito greco. Scoprite come si chiamavano, come si costruivano e quali sono le ziggurat ancora esistenti.",3,2025_02_12
qGEN69,zigurat,General,Bing,"Ziqqurat o ziggurat, la casa dell’Universo - Studiarapido. Cosa era la ziqqurat. La ziqqurat, infatti, alta decine di metri, era l’edificio più alto di ogni città; generalmente era costruita su una piccola altura, perché doveva essere visibile da lontano.",4,2025_02_12
qGEN69,zigurat,General,Bing,"La Ziggurat: ricerca per studenti | Ricerche per la scuola. Attività per studenti. Costruzione di un modello di ziggurat: Utilizzando materiali semplici come cartone, plastilina o mattoncini LEGO, gli studenti possono costruire un modello di ziggurat, riproducendo i vari livelli e il tempio sulla sommità.Questa attività aiuta a comprendere la struttura e la funzione delle ziggurat. Ricerca sulla civiltà mesopotamica: Gli studenti possono ...",5,2025_02_12
qGEN69,zigurat,General,Bing,"Ziggurat: le antiche piramidi dell’Iraq - Architetturadelmoderno. Scopri le ziggurat, le costruzioni religiose della Mesopotamia formate da strati di mattoni e paglia. Leggi la storia e le caratteristiche della ziggurat di Ur, una delle più famose e monumentali.",6,2025_02_12
qGEN69,zigurat,General,Bing,"Ziggurat di Ur - Wikipedia. La ziqqurat di Ur (in sumero: 𒂍𒋼𒅎𒅍 é-temen-ní-gùru, ""casa dalle fondamenta imponenti"") è un monumento religioso situato nell'area sacra della città di Ur, in Bassa Mesopotamia, nei pressi dell'odierna Nassiriya. È tra le ziggurat sumere meglio conservate.. Risalente alla fine del III millennio a.C., fu ricostruita più volte nel corso della storia, mantenendo complessivamente ...",7,2025_02_12
qGEN69,zigurat,General,Bing,"Ziggurat, le antiche piramidi della Mesopotamia. Le ziggurat o ziqqurat sono delle particolari strutture religiose molto antiche che si trovano in tutta la Mesopotamia. Erano presenti e vi sono ancora i resti, anche nella zona dove oggi si estende il Turkmenistan e sull’altopiano iraniano. Si tratta di una sorta di piramidi, realizzate con tre strati di mattoni in argilla mescolati con la paglia e con all’interno delle canne che venivano ...",8,2025_02_12
qGEN69,zigurat,General,Bing,"Ziqqurat - Enciclopedia - Treccani. La più antica attestazione epigrafica del termine z.risale a Gudea di Lagash, che menziona in un passo del Cilindro A quella che con tutta verosimiglianza doveva essere una torre templare.I riferimenti si fanno più numerosi sotto i re assiri e neobabilonesi; specialmente questi ultimi, Nabucodonosor e Nabonedo, restaurano le z.dei loro predecessori: il primo rialza la cima abbattuta dell'É ...",9,2025_02_12
qGEN69,zigurat,General,Bing,"Ziggurat - Wikipedia. A ziggurat (/ ˈ z ɪ ɡ ʊ ˌ r æ t /; Cuneiform: 𒅆𒂍𒉪, Akkadian: ziqqurratum, [2] D-stem of zaqārum 'to protrude, to build high', [3] cognate with other Semitic languages like Hebrew zaqar (זָקַר) 'protrude' [4] [5]) is a type of massive structure built in ancient Mesopotamia.It has the form of a terraced compound of successively receding stories or levels.",10,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Animali a rischio di estinzione, i primi 10 | Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di...",1,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. Molte specie sono ora in pericolo di estinzione a causa di pesca eccessiva, cattura accessoria e domanda di pinne di squalo, considerate una prelibatezza in Asia. Inquinamento, degrado dell’habitat e cambiamento climatico sono ulteriori cause del loro declino.",2,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Specie in via d'estinzione, ecco l'elenco degli animali in pericolo. Un quarto delle specie, ovvero poco più di 3.000, è a rischio di estinzione. Con l'innalzamento del livello del mare dovuto ai cambiamenti climatici, l'acqua salata risale i corsi d'acqua....",3,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Animali in via di estinzione: 18 specie a rischio in Italia e nel mondo. E sono centinaia di migliaia gli animali in via di estinzione a causa dell’inquinamento, del surriscaldamento globale, nonché minacciati dalla distruzione dei loro habitat, dal commercio illegale e dal bracconaggio.",4,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Animali in via d’estinzione: 10 specie a rischio in Italia e nel mondo. Cambiamento climatico, deforestazione e bracconaggio: sono solo alcune delle principali cause che portano ogni anno all’estinzione di centinaia di specie animali. Ma cosa possiamo fare per fermare questo triste fenomeno? Scopriamolo insieme.",5,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Specie animali a rischio di estinzione, i dati del 2023. Sono 157.190 le specie animali inserite nella lista rossa globale dell'International Union for Conservation of Nature (IUCN), di queste 44.016 sono considerate a rischio di estinzione, quasi 2mila in più rispetto l'anno scorso. Lo riporta il rapporto pubblicato dalla IUCN durante la COP28 a Dubai.",6,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Meno di un migliaio di individui per popolazione: La lista aggiornata .... Hanno identificato 75 specie di mammiferi, 335 di uccelli, 41 di rettili e 65 di anfibi sull’”orlo dell’estinzione”. La maggior parte di queste specie animali fortemente minacciate sono concentrate nelle regioni tropicali e subtropicali del pianeta dove la biodiversità è massima.",7,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"Animali in via di estinzione: quali sono e cosa si può fare per .... In questo articolo, esploreremo il fascino degli animali in via di estinzione e il loro ruolo nell’ecosistema. Gli animali che rischiano di scomparire per sempre. Alcuni degli animali più emblematici del nostro pianeta, come il rinoceronte di Giava e il panda gigante, sono a rischio di estinzione.",8,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"La nuova lista di tutte le specie in via d’estinzione - Focus.it. La lista, che si può consultare in PDF qui, comprende specie di ogni tipo, dalla lince pardina, originaria della Spagna, al panda, dal tamarù (l'unico bovino endemico delle Filippine) al rinoceronte di Giava, uno dei mammiferi più rari del mondo (ce ne sono non più di 60 esemplari).",9,2025_02_12
qGEN70,trova 3 animali a rischio di estinzione,General,Bing,"50 specie animali a rischio estinzione - Wired Italia. Secondo i dati dell'Unione internazionale per la conservazione della natura (Iucn), un quarto delle specie di mammiferi e un ottavo di quelle di uccelli è oggi a rischio, così come il 25% dei...",10,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,"Punti cardinali: quali sono e come si trovano - YouMath. I punti cardinali indicano le direzioni rispetto a cui possiamo orientarci e muoverci sulla superficie terrestre, e forniscono riferimenti utili per l'osservazione della sfera celeste. I punti cardinali fondamentali sono nord, sud, est, ovest.",1,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,"Punto cardinale - Wikipedia. Si chiama punto cardinale ciascuna delle quattro direzioni principali verso le quali è possibile muoversi lungo la superficie della Terra o di un altro geoide; tali quattro punti cardinali sono il nord o settentrione, il sud o mezzogiorno o meridione, l' est o levante od oriente e l' ovest o ponente od occidente.",2,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,Punti Cardinali: quali sono e come individuarli - icsedegliano.it. Quali sono i Punti Cardinali. I punti cardinali sono quattro direzioni principali usate per l’orientamento geografico. Essi sono: Nord (N): Indica la direzione verso il Polo Nord geografico. Sud (S): Puntando verso il Polo Sud geografico. Est (E): Indica la direzione perpendicolare al nord verso il punto in cui sorge il sole.,3,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,"I punti cardinali, la spiegazione dei fondamenti del nostro ... - Geopop. Lo standard prevede che ci siano quattro punti cardinali principali (Nord, Est, Sud e Ovest) e altri quattro nelle direzioni intermedie (Nord-Est, Sud-Est, Nord-Ovest e Sud-Ovest). Partiamo dal punto in cui sorge il Sole, l' Est (E) o Levante – da cui il sole si ""leva"" ovvero si ""alza"".",4,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,"Quali sono i nomi dei punti cardinali? - Area Sosta. Si chiama punto cardinale ciascuna delle quattro direzioni principali verso le quali è possibile muoversi trovandosi su una superficie (anche di un geoide, come la Terra); tali quattro punti cardinali sono il nord o settentrione, il sud o meridione, l'est o oriente e l'ovest o occidente.",5,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,I punti cardinali | Ricerche per la scuola. I punti cardinali sono un sistema usato per orientarsi e indicare la direzione. Sono quattro e servono per stabilire la posizione di un luogo o per muoversi in uno spazio. Grazie ai punti cardinali possiamo capire in che direzione andare e come orientarci.,6,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,"L'orientamento geografico: riassunto | Studenti.it. Riassunto e spiegazione dei punti cardinali e della bussola. I punti cardinali sono quattro: Est (oriente o levante), L’ Ovest (occidente o ponente), Nord (settentrione o...",7,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,Punti cardinali - Chimica-online. I punti cardinali definiscono l'orientamento per un osservatore situato in un certo luogo sulla superficie terrestre. I punti cardinali sono quattro e sono i seguenti: il nord o settentrione;,8,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,punti cardinali - Skuola.net. Vediamo insieme cosa si intende quando si parla di punti cardinali. I punti cardinali rappresentano le direzioni principali lungo le quali è possibile muoversi sulla superficie della Terra. Qui...,9,2025_02_12
qGEN71,quali sono i punti cardinali?,General,Bing,I Punti Cardinali - Portale Bambini. I punti cardinali sono quattro punti fissi utilizzati dagli uomini per orientarsi nello spazio e nei loro viaggi. Scopri le definizioni e le schede.,10,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"26 specie animali che l’uomo sta spingendo verso l’estinzione. In questo momento cruciale della storia della Terra, diamo uno sguardo ai 26 animali destinati all’estinzione se non vengono intraprese da subito azioni urgenti, e ascoltiamo la voce degli ambientalisti che stanno cercando di riscrivere il capitolo finale delle loro straordinarie storie.",1,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Animali rari: 15 specie in via di estinzione nel mondo - Terra Incognita. Tra gli animali in via di estinzione ci sono insetti, molluschi, ragni, stelle marine e altri invertebrati, oltre ai vertebrati come mammiferi [3], uccelli, rettili, anfibi, pesci. Le specie nella lista rossa IUCN sono purtroppo migliaia.",2,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,Animali in via di estinzione: 18 specie a rischio in Italia e nel mondo. Distruzione degli habitat e inquinamento causano la scomparsa di molte specie. Ecco quali sono gli animali in via d'estinzione in Italia e nel mondo.,3,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Le specie di animali a rischio di estinzione in Italia. Ad oggi nel mondo sono più di 2 milioni le specie animali in pericolo di estinzione. Perdita e distruzione degli habitat terrestri e marini, inquinamento, commercio illegale, bracconaggio e cambiamenti climatici, sono i principali fattori che stanno portando alla scomparsa di centinaia di specie.",4,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Animali a rischio estinzione: quali sono e come puoi aiutarli - Greenpeace. Se gli ecosistemi mutano in modo irreversibile, gli animali che li abitano sono destinati a scomparire per sempre. La tigre di Sumatra, la tartaruga marina, l’orso polare e alcune specie di api solitarie sono il simbolo di un problema che riguarda tantissimi animali che oggi rischiano l’estinzione. “C’era, una volta.",5,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"50 specie animali a rischio estinzione - Wired Italia. Nella nostra gallery qui in alto abbiamo raccolto ben 50 specie animali che, purtroppo, da qui a qualche decennio (o anno) potrebbero sparire definitivamente dal pianeta.",6,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Animali in pericolo di estinzione: perché proteggerli - Keep the planet. Vediamo in questa guida di capire perché molte specie animali sono in serio rischio, che cosa sono le liste dell’IUCN, quali sono gli animali emblema del rischio di estinzione e quali sono le misure che dovrebbero essere prese in seria considerazione per prevenire il rischio di estinzione degli animali.",7,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Animali in via di estinzione a causa dei cambiamenti climatici. Animali in via di estinzione: quali sono le specie più a rischio e le principali cause del loro lento declino. Cambiamenti climatici, aumento della temperatura, scioglimento dei ghiacci, e anche l’opera dell’uomo stanno mettendo a serio repentaglio moltissime specie animali, che sono costretti a vivere in habitat sempre più ...",8,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"Animali in via di estinzione nel mondo ed in Italia - L'Ecopost. Quali sono gli animali in via di estinzione nel mondo? Come sottolineato, gli animali in via di di estinzione sono tantissimi e potete trovare una lista completa qui. Di seguito, ecco 10 delle specie più a rischio del regno animale: (Fonte: IUCN) Orso polare",9,2025_02_12
qGEN72,quali sono gli animali in estinzione?,General,Bing,"10 animali in via di estinzione: le specie a rischio - Ecocentrica. Riuscite ad immagine un mondo senza gorilla, rinoceronti, elefanti e tartarughe giganti? Sono solo alcune delle più importanti flag species – specie bandiera simbolo di interi ecosistemi – che rischiano la totale estinzione in natura entro pochi decenni.",10,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Piramide di Cheope - Wikipedia. La Piramide di Cheope è la più antica e più grande delle tre piramidi principali della necropoli di Giza. È la più antica delle sette meraviglie del mondo antico nonché l'unica arrivata ai giorni nostri. È costituita da almeno 2 300 000 blocchi, ciascuno mediamente del peso di circa 2,5 tonnellate e, secondo gli egittologi, fu edificata ...",1,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Piramide di Cheope, dove si trova? È incredibile la sua posizione: vi .... La sua particolarità sta però nella sua posizione: la Grande Piramide, infatti si trova proprio in un punto esatto della Terra. É l’unica delle sette meraviglie del mondo antico ancora in piedi...",2,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Piramide di Cheope, Guida Visita - Egitto 2025 | Arché Travel. Si trova all’interno della Necropoli di Giza, uno dei più importanti siti archeologici al mondo. Inoltre, questa piramide è l’unica tra le sette meraviglie del mondo antico ad essere ancora oggi intatta e visitabile. Ma non solo, perché questo luogo è anche un Patrimonio dell’Unesco.",3,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Quali sono le piramidi più famose e dove si trovano?. Dove si trova la Sfinge e la Piramide di Cheope? La Grande Sfinge è parte integrante dell'ampio complesso funerario di Chefren, la cui piramide si trova infatti alle sue spalle e si trova lateralmente alla rampa processionale che conduce dal tempio a valle alla Piramide di Chefren.",4,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Dov'è la piramide di Cheope? In quale città, in quale paese?. Dove si trova la piramide di Cheope in Egitto, il culto dell'aldilà è molto ben sviluppato. Questo è il motivo per cui non sappiamo nulla di edifici residenziali, nemmeno i palazzi dei faraoni. Il riparo temporaneo di un uomo era costruito con mattoni verdi, essiccati al sole.",5,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"La Grande Piramide di Cheope, descrizione - Studia Rapido. La piramide di Cheope è la più antica e la più grande delle tre piramidi della necropoli di Giza (le altre due piramidi appartengono ai suoi successori Chefren e Micerino, figlio di Chefren).",6,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Dove Sono le Piramidi in Egitto? Scopri le loro Posizioni. La Piramide di Chefren, anche conosciuta come la Piramide di Khafre, si trova nella Necropoli di Giza, in Egitto. Questa piramide è la seconda più grande delle tre principali piramidi di Giza, situata vicino alla famosa Piramide di Cheope (o Khufu) e a quella di Micerino.",7,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Piramide di Cheope - Guida piramidi Egitto - guidaegitto.net. La Piramide di Cheope è una delle sette meraviglie del mondo antico, l’unica visibile ancora oggi. È situata sulla riva sinistra del Nilo, nei pressi di Giza dove sorge la più grande necropoli al mondo di cui la piramide di Cheope fa parte insieme alla Piramide di Micerno e la Piramide di Chefren.",8,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Piramide di Cheope | I misteri della più grande delle piramidi di Giza. Iniziamo questo percorso di ricerca esaminando la prima piramide, la più grande delle tre, ovvero la Piramide di Cheope, costruita secondo gli egittologi durante il regno di Khufu, in un lasso di tempo che va dal 2.551 al 2.528 a.C.",9,2025_02_12
qGEN73,dove si trova la piramide di cheope,General,Bing,"Come visitare la Piramide di Re Cheope o Grande Piramide di Giza. La Piramide di Re Cheope o Grande Piramide di Giza è situata sull’altopiano di Giza. Questo grande distesa di sabbia ospita 9 piramidi, che insieme formano la necropoli di Giza. La più grande di loro è la Piramide di Re Cheope, chiamata anche la Grande Piramide d’Egitto.",10,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"9.670 Piramidi Di Giza Stock Photos, High-Res Pictures, and Images .... Sfoglia 9.670 foto stock autentiche, immagini e foto ad alta risoluzione relative a piramidi di giza, oppure esplora altre immagini stock relative a colosseo oppure a muraglia cinese per trovare la foto giusta per le dimensioni e la risoluzione del tuo progetto.",1,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"22.100+ Piramidi Giza Foto stock, immagini e fotografie royalty-free .... Cerca tra foto stock, disegni e immagini royalty-free di Piramidi Giza su iStock. Trova fotografie stock di qualità elevata che non potrai trovare da nessuna altra parte.",2,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"Piramide egizia immagini e fotografie stock ad alta risoluzione - Alamy. Trova la piramide egizia foto, immagine, vettoriale, illustrazione o immagine a 360° stock perfetta per te. Disponibili per licenze RF e RM.",3,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,2.000 + Piramidi Di Giza e Piramidi immagini gratis - Pixabay. Trova immagini per Piramidi Di Giza Senza royalty Attribuzione non richiesta Immagini di alta qualità.,4,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"Piramidi egizie Immagini Stock - Alamy. Trova la piramidi egizie foto, immagine, vettoriale, illustrazione o immagine a 360° stock perfetta per te. Disponibili per licenze RF e RM.",5,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"Foto Piramidi Egizie, Immagini e Vettoriali - 123RF. Qui trovi le immagini piramidi egizie. Scarica contenuti gratuitamente e cerca tra milioni di immagini, fotografie e vettoriali di qualità a prezzi convenienti. Utilizzali per i tuoi progetti creativi e sui social media.",6,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"54.202 foto stock e immagini ad alta risoluzione su Piramidi. Sfoglia 54.202 foto stock autentiche, immagini e foto ad alta risoluzione relative a piramidi, oppure esplora altre immagini stock relative a egitto oppure a sfinge per trovare la foto giusta per le dimensioni e la risoluzione del tuo progetto.",7,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"Foto Piramidi Egitto, Immagini e Vettoriali - 123RF. Qui trovi le immagini piramidi egitto. Scarica contenuti gratuitamente e cerca tra milioni di immagini, fotografie e vettoriali di qualità a prezzi convenienti. Utilizzali per i tuoi progetti creativi e sui social media.",8,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,Oltre 100 foto Piramide Egizia & Egitto gratis - Pixabay. Trova foto per Piramide Egizia Senza royalty Attribuzione non richiesta Immagini di alta qualità.,9,2025_02_12
qGEN74,immagine piramide egizia,General,Bing,"Foto Piramide Di Giza - Freepik. Piramide egizia. nella foto è raffigurata una piramide egizia contro un cielo blu. Vista notturna sulle piramidi illuminate di giza, in egitto. Piramidi con un bel cielo di giza al cairo, in egitto.",10,2025_02_12
